18,0,1,1,1,1,9773,1,1,132.0,126.4,2,1,9,9,1,0,1,1,1,6,9,6,11.16666667,0,6,11,5,12.4,0,10.8,1.4,1.74,Graduate
18,0,1,1,17,1,9130,1,1,130.0,123.8,1,1,4,5,0,0,1,0,0,5,7,4,12.0,0,5,6,5,12.0,0,7.6,2.6,0.32,Graduate
19,0,1,1,1,5,9254,1,1,131.0,123.7,19,37,9,9,1,0,1,0,0,6,8,5,11.66666667,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
19,0,1,1,17,1,9070,1,1,135.0,125.2,37,19,9,9,0,0,1,1,0,6,6,6,14.33333333,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
59,0,41,2,15,1,9773,1,1,133.1,100.0,37,37,9,6,0,0,1,0,0,6,8,6,12.16666667,0,6,7,4,11.75,0,11.1,0.6,2.02,Graduate
33,1,1,2,39,1,9500,1,1,100.0,130.0,37,38,4,4,1,0,1,0,0,8,16,1,10.0,1,8,16,1,10.0,1,12.7,3.7,-1.7,Enrolled
20,0,1,1,17,2,8014,0,1,122.0,123.8,37,19,9,9,0,0,1,0,0,6,8,5,12.0,0,6,8,6,11.0,0,10.8,1.4,1.74,Graduate
18,0,1,1,1,5,9500,1,1,145.0,125.5,38,38,9,9,1,0,1,1,0,8,8,8,13.76375,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate
24,0,1,1,39,1,9147,1,19,133.1,153.2,3,1,3,5,0,1,1,1,0,5,8,5,10.2,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate
20,0,1,1,17,1,9853,1,1,133.1,111.5,38,12,7,0,1,0,0,0,0,6,10,4,12.0,0,6,14,3,10.0,0,7.6,2.6,0.32,Dropout
19,1,1,1,44,1,171,1,39,110.0,114.2,1,1,1,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
49,1,1,2,39,1,9773,1,19,133.1,162.0,37,37,6,6,1,1,1,0,0,6,8,6,12.28571429,0,6,7,6,14.16666667,0,10.8,1.4,1.74,Graduate
19,0,1,1,17,1,9238,1,1,135.0,129.1,1,19,4,4,0,0,1,0,0,6,6,6,14.66666667,0,6,7,6,14.57142857,0,15.5,2.8,-4.06,Graduate
18,0,1,1,17,2,9500,1,1,145.0,130.5,19,37,5,9,0,0,1,1,0,8,8,7,14.24,0,8,8,7,14.24,0,10.8,1.4,1.74,Graduate
20,1,1,1,44,1,9003,1,39,140.0,140.0,37,37,9,4,0,0,1,0,0,6,12,3,11.5,0,6,12,3,13.66666667,0,12.4,0.5,1.79,Dropout
29,1,1,1,39,1,9003,1,1,133.1,130.0,1,37,9,8,0,0,1,0,0,3,4,0,0.0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout
27,0,1,1,7,1,9991,0,40,120.0,120.0,43,3,3,3,0,0,1,0,0,5,5,5,15.2,0,5,6,5,14.0,0,11.1,0.6,2.02,Enrolled
26,1,1,1,44,1,9254,1,39,170.0,170.0,19,2,9,3,0,0,0,0,0,8,14,8,15.125,0,6,12,6,13.66666667,0,11.1,0.6,2.02,Enrolled
22,0,1,1,1,1,9085,1,1,135.0,133.6,3,2,1,1,0,0,0,1,0,5,12,4,14.6,3,5,5,4,12.75,1,9.4,-0.8,-3.12,Dropout
24,1,1,1,39,1,9991,0,1,130.0,115.2,1,1,4,10,0,0,1,0,0,5,5,4,12.0,0,5,6,5,12.66666667,0,12.4,0.5,1.79,Enrolled
19,0,1,1,1,3,9085,1,1,142.0,155.3,11,11,90,90,0,0,1,0,0,5,5,5,15.2,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
18,1,1,1,17,1,9238,1,1,136.0,140.9,37,37,7,7,0,0,1,1,0,6,10,4,12.0,0,6,7,5,11.8,0,9.4,-0.8,-3.12,Dropout
19,0,1,1,17,4,9254,1,1,124.0,122.3,1,1,4,4,0,0,1,1,0,6,7,6,11.66666667,0,6,6,6,12.33333333,0,13.9,-0.3,0.79,Dropout
24,0,1,1,39,1,9147,1,19,133.1,153.2,3,1,3,5,0,1,1,1,0,5,8,5,10.2,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate
18,0,1,1,1,1,9773,1,1,156.0,136.8,19,1,5,10,0,0,1,1,0,6,6,6,14.0,0,6,6,6,13.5,0,11.1,0.6,2.02,Dropout
