8.4,0.56,0.04,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,5
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5
11.8,0.773,0.0,1.3,0.0968367169019559,13.0,7.0,0.9934,3.48,0.52,9.9,4
8.2,1.053,0.0,2.6,0.0484302203231473,14.0,10.0,0.99561,3.38,0.52,9.1,4
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5
8.8,0.936,0.0,5.4,0.1400999262562371,3.0,7.0,0.99462,3.22,0.61,9.0,4
5.1,0.697,0.11,2.7,0.0527930242467759,12.0,83.0,0.99643,3.18,1.58,12.0,4
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5
9.6,0.588,0.0,2.6,0.1755081115241296,22.0,7.0,0.99447,3.04,0.68,9.9,4
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,5
6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5
9.6,0.893,0.1,3.2,0.045,26.0,7.0,0.9934,2.96,0.61,10.2,4
5.9,0.623,0.2,1.5,0.0833013663001584,3.0,79.0,0.9934,3.45,0.84,11.7,4
9.4,0.673,0.01,1.5,0.0502382354032317,16.0,7.0,0.99469,3.22,0.5,9.4,4
6.6,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5
10.6,0.646,0.0,2.8,0.1124694226476576,16.0,12.0,0.9934,3.06,1.98,10.7,4
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5
7.1,0.678,0.0,4.6,0.1555019723132024,3.0,27.0,0.99475,3.07,1.55,9.0,4
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5
