7,155,1085,22.143,0.178,0.614,1.46,193,666,132,1
10,29,290,2.9,0.383,0.834,2.47,111,242,45,1
10,251,2510,25.1,0.281,0.708,1.77,705,1776,398,1
6,12,72,2.0,0.319,0.653,2.09,23,47,11,1
8,74,592,9.25,0.412,0.845,2.14,244,500,114,1
11,24,264,2.182,0.307,0.795,2.08,81,210,39,1
7,35,245,5.0,0.445,0.771,2.48,109,189,44,1
8,123,984,15.375,0.255,0.827,1.71,251,814,147,1
1,33,33,33.0,0.667,1.0,3.67,22,33,6,2
8,25,200,3.125,0.38,0.795,1.81,76,159,42,1
8,6,48,0.75,0.417,0.917,2.22,20,44,9,1
8,15,120,1.875,0.517,0.867,2.48,62,104,25,1
13,85,1105,6.538,0.327,0.633,2.76,361,700,131,1
8,242,1936,30.25,0.232,0.611,1.72,450,1183,262,1
14,367,5138,26.214,0.349,0.576,4.5,1791,2962,398,1
6,35,210,5.833,0.533,0.943,2.67,112,198,42,1
11,37,407,3.364,0.371,0.899,2.01,151,366,75,1
7,8,56,1.143,0.304,0.768,1.42,17,43,12,1
5,14,70,2.8,0.543,0.929,2.0,38,65,19,1
10,28,280,2.8,0.343,0.975,2.13,96,273,45,1
5,4,20,0.8,0.6,1.0,2.4,12,20,5,1
12,104,1248,8.667,0.335,0.758,2.46,418,946,170,1
8,16,128,2.0,0.516,1.0,2.54,66,128,26,1
12,50,600,4.167,0.345,0.627,2.72,207,376,76,1
7,12,84,1.714,0.393,0.69,2.36,33,58,14,1
32,350,11200,10.938,0.142,0.402,3.96,1588,4497,401,5
10,23,230,2.3,0.27,0.648,2.0,62,149,31,1
7,157,1099,22.429,0.439,0.874,2.77,482,961,174,1
8,20,160,2.5,0.363,0.931,1.93,58,149,30,1
2,11,22,5.5,0.409,0.955,9.0,9,21,1,1
10,534,5340,53.4,0.132,0.519,1.28,703,2771,548,1
10,282,2820,28.2,0.191,0.701,1.43,540,1977,378,1
8,9,72,1.125,0.361,0.972,1.73,26,70,15,1
12,118,1416,9.833,0.266,0.734,1.99,377,1039,189,1
7,13,91,1.857,0.363,1.0,1.94,33,91,17,1
10,36,360,3.6,0.367,0.844,2.24,132,304,59,1
20,1,20,0.05,1.0,1.0,20.0,20,20,1,4
12,85,1020,7.083,0.476,0.614,5.4,486,626,90,1
1,124,124,124.0,0.444,1.0,7.86,55,124,7,2
7,43,301,6.143,0.219,0.983,1.27,66,296,52,1
11,433,4763,39.364,0.449,0.706,4.65,2137,3365,460,1
5,9,45,1.8,0.178,0.533,1.6,8,24,5,5
9,18,162,2.0,0.395,0.759,2.78,64,123,23,1
8,17,136,2.125,0.309,0.676,2.33,42,92,18,1
25,186,4650,7.44,0.456,0.868,8.06,2121,4035,263,1
9,80,720,8.889,0.231,0.694,1.54,166,500,108,1
4,3,12,0.75,0.667,0.917,2.67,8,11,3,1
8,43,344,5.375,0.398,0.945,1.69,137,325,81,1
9,174,1566,19.333,0.15,0.738,1.22,235,1156,193,1
27,106,2862,3.926,0.261,0.478,5.45,747,1368,137,1
9,129,1161,14.333,0.169,0.647,1.41,196,751,139,1
10,55,550,5.5,0.678,0.827,6.32,373,455,59,1
9,93,837,10.333,0.229,0.734,1.57,192,614,122,1
7,44,308,6.286,0.169,0.455,1.58,52,140,33,1
7,54,378,7.714,0.267,0.619,1.42,101,234,71,1
9,264,2376,29.333,0.197,0.656,1.34,468,1558,349,1
6,90,540,15.0,0.394,0.804,2.2,213,434,97,1
8,10,80,1.25,0.4,1.0,1.88,32,80,17,1
8,14,112,1.75,0.411,0.991,2.56,46,111,18,1
6,8,48,1.333,0.646,0.917,3.1,31,44,10,1
2,536,1072,268.0,0.538,0.737,30.37,577,790,19,2
9,21,189,2.333,0.317,0.778,2.61,60,147,23,1
8,43,344,5.375,0.343,0.977,1.71,118,336,69,1
8,7,56,0.875,0.357,0.964,1.82,20,54,11,1
1,46,46,46.0,0.239,1.0,1.38,11,46,8,2
9,41,369,4.556,0.425,0.962,2.71,157,355,58,1
6,4,24,0.667,0.667,1.0,4.0,16,24,4,1
7,8,56,1.143,0.357,1.0,2.86,20,56,7,1
10,44,440,4.4,0.441,0.92,2.94,194,405,66,1
8,13,104,1.625,0.452,0.971,1.96,47,101,24,1
6,32,192,5.333,0.286,0.76,1.41,55,146,39,1
8,75,600,9.375,0.373,0.955,1.95,224,573,115,1
9,47,423,5.222,0.274,0.747,2.42,116,316,48,1
14,340,4760,24.286,0.259,0.592,2.45,1232,2819,503,1
5,20,100,4.0,0.54,0.95,2.35,54,95,23,1
9,46,414,5.111,0.242,0.737,1.47,100,305,68,1
11,11,121,1.0,0.438,0.868,4.08,53,105,13,1
1,7,7,7.0,1.0,1.0,7.0,7,7,1,1
11,53,583,4.818,0.249,0.734,1.93,145,428,75,1
6,7,42,1.167,0.452,1.0,2.38,19,42,8,1
6,26,156,4.333,0.288,0.679,1.41,45,106,32,1
17,77,1309,4.529,0.314,0.76,2.94,411,995,140,1
6,4,24,0.667,0.625,0.792,5.0,15,19,3,1
2,537,1074,268.5,0.537,0.609,22.19,577,654,26,2
10,39,390,3.9,0.31,0.779,1.95,121,304,62,1
2,14,28,7.0,0.393,0.536,3.67,11,15,3,1
8,4,32,0.5,0.375,1.0,1.5,12,32,8,1
9,18,162,2.0,0.58,0.852,7.83,94,138,12,1
7,14,98,2.0,0.49,0.939,2.53,48,92,19,1
9,171,1539,19.0,0.121,0.574,1.35,186,884,138,1
4,7,28,1.75,0.286,0.571,8.0,8,16,1,1
10,7,70,0.7,0.329,0.986,1.77,23,69,13,1
10,511,5110,51.1,0.141,0.529,1.3,721,2701,555,1
9,23,207,2.556,0.246,0.57,1.82,51,118,28,1
9,12,108,1.333,0.389,0.852,2.33,42,92,18,1
9,250,2250,27.778,0.305,0.711,2.18,686,1600,314,1
7,59,413,8.429,0.242,0.685,1.79,100,283,56,1
10,49,490,4.9,0.196,0.751,1.26,96,368,76,1
7,14,98,2.0,0.327,0.99,2.67,32,97,12,1
5,4,20,0.8,0.35,0.6,2.33,7,12,3,1
8,33,264,4.125,0.39,0.973,1.72,103,257,60,1
16,205,3280,12.813,0.401,0.799,5.36,1314,2622,245,1
9,92,828,10.222,0.365,0.954,2.2,302,790,137,1
8,42,336,5.25,0.375,0.899,2.07,126,302,61,1
8,24,192,3.0,0.318,0.974,1.56,61,187,39,1
15,356,5340,23.733,0.406,0.626,5.29,2167,3342,410,1
4,5,20,1.25,0.35,0.8,2.33,7,16,3,5
12,103,1236,8.583,0.353,0.724,2.55,436,895,171,1
10,52,520,5.2,0.306,0.688,1.96,159,358,81,1
5,3,15,0.6,0.6,0.867,4.5,9,13,2,1
9,25,225,2.778,0.378,0.938,2.13,85,211,40,1
13,228,2964,17.538,0.24,0.933,3.02,710,2765,235,1
8,9,72,1.125,0.389,0.708,2.33,28,51,12,1
9,32,288,3.556,0.417,0.715,3.08,120,206,39,1
7,11,77,1.571,0.416,0.818,2.0,32,63,16,1
10,19,190,1.9,0.611,0.9,8.29,116,171,14,1
7,42,294,6.0,0.143,0.714,1.27,42,210,33,1
7,18,126,2.571,0.206,0.651,2.17,26,82,12,1
11,20,220,1.818,0.577,0.882,8.47,127,194,15,1
9,9,81,1.0,0.346,0.877,2.8,28,71,10,1
9,39,351,4.333,0.256,0.698,1.64,90,245,55,1
37,20,740,0.541,0.131,0.193,4.22,97,143,23,5
7,108,756,15.429,0.362,0.807,2.11,274,610,130,1
10,76,760,7.6,0.322,0.689,1.99,245,524,123,1
9,30,270,3.333,0.285,0.6,1.51,77,162,51,1
8,35,280,4.375,0.357,0.921,1.64,100,258,61,1
7,10,70,1.429,0.286,0.771,2.22,20,54,9,1
8,100,800,12.5,0.485,0.879,3.43,388,703,113,1
11,132,1452,12.0,0.189,0.44,2.04,274,639,134,1
8,16,128,2.0,0.43,1.0,2.04,55,128,27,1
1,60,60,60.0,0.217,1.0,1.08,13,60,12,1
7,11,77,1.571,0.364,0.922,1.75,28,71,16,1
14,91,1274,6.5,0.389,0.628,5.05,495,800,98,1
8,49,392,6.125,0.413,0.76,1.93,162,298,84,1
5,43,215,8.6,0.33,0.819,1.16,71,176,61,1
1,19,19,19.0,0.684,1.0,4.33,13,19,3,2
8,25,200,3.125,0.24,0.91,1.45,48,182,33,1
8,95,760,11.875,0.187,0.645,1.34,142,490,106,1
7,13,91,1.857,0.275,0.758,2.27,25,69,11,1
6,16,96,2.667,0.49,0.844,1.96,47,81,24,1
11,57,627,5.182,0.343,0.678,2.95,215,425,73,1
31,322,9982,10.387,0.689,0.753,16.87,6881,7519,408,1
9,536,4824,59.556,0.154,0.602,1.36,743,2904,547,1
7,31,217,4.429,0.267,0.714,2.15,58,155,27,1
7,35,245,5.0,0.339,0.833,1.93,83,204,43,1
12,85,1020,7.083,0.305,0.828,1.94,311,845,160,1
9,358,3222,39.778,0.385,0.863,2.36,1240,2782,525,1
9,71,639,7.889,0.39,0.768,2.44,249,491,102,1
