10,131,1310,13.1,0.439,0.845,2.79,575,1107,206,1
4,20,80,5.0,0.388,0.925,1.41,31,74,22,1
7,16,112,2.286,0.286,0.705,1.88,32,79,17,1
2,64,128,32.0,0.43,0.602,3.93,55,77,14,2
9,5,45,0.556,0.378,0.933,2.83,17,42,6,1
1,41,41,41.0,0.39,1.0,1.07,16,41,15,1
7,29,203,4.143,0.286,0.67,1.71,58,136,34,1
6,49,294,8.167,0.286,0.694,1.38,84,204,61,1
10,18,180,1.8,0.467,0.778,8.4,84,140,10,1
8,32,256,4.0,0.402,0.496,34.33,103,127,3,1
1,45,45,45.0,0.244,1.0,1.38,11,45,8,2
9,110,990,12.222,0.311,0.627,2.08,308,621,148,1
6,58,348,9.667,0.276,0.744,1.17,96,259,82,1
6,10,60,1.667,0.317,0.85,1.19,19,51,16,1
10,38,380,3.8,0.432,0.939,2.78,164,357,59,1
6,17,102,2.833,0.343,0.873,1.3,35,89,27,1
7,31,217,4.429,0.336,0.834,1.52,73,181,48,1
8,16,128,2.0,0.398,0.828,2.68,51,106,19,1
6,10,60,1.667,0.333,0.75,1.54,20,45,13,1
10,54,540,5.4,0.378,0.622,3.14,204,336,65,1
10,37,370,3.7,0.592,0.722,8.11,219,267,27,1
6,45,270,7.5,0.456,0.967,1.64,123,261,75,1
7,47,329,6.714,0.322,0.833,1.74,106,274,61,1
7,11,77,1.571,0.299,0.649,1.77,23,50,13,1
7,31,217,4.429,0.461,0.991,2.44,100,215,41,1
12,302,3624,25.167,0.199,0.795,1.68,721,2880,429,1
1,79,79,79.0,0.608,1.0,6.86,48,79,7,2
10,57,570,5.7,0.407,0.739,2.94,232,421,79,1
6,21,126,3.5,0.198,0.444,1.67,25,56,15,4
9,41,369,4.556,0.301,0.886,1.91,111,327,58,1
9,49,441,5.444,0.247,0.721,1.51,109,318,72,1
8,50,400,6.25,0.378,0.915,1.7,151,366,89,1
54,357,19278,6.611,0.324,0.644,6.22,6238,12422,1003,5
158,167,26386,1.057,0.16,0.276,8.24,4213,7279,511,5
8,5,40,0.625,0.45,1.0,3.0,18,40,6,1
9,29,261,3.222,0.318,0.893,1.73,83,233,48,1
8,21,168,2.625,0.411,0.994,2.56,69,167,27,1
9,332,2988,36.889,0.159,0.712,1.21,476,2128,393,1
9,36,324,4.0,0.352,0.806,1.75,114,261,65,1
10,242,2420,24.2,0.26,0.579,2.08,630,1401,303,1
23,87,2001,3.783,0.286,0.671,2.36,572,1342,242,1
6,4,24,0.667,0.583,1.0,4.67,14,24,3,1
4,4,16,1.0,0.5,0.5,8.0,8,8,1,1
19,462,8778,24.316,0.523,0.688,16.88,4591,6035,272,2
12,497,5964,41.417,0.278,0.751,2.27,1657,4478,731,1
7,198,1386,28.286,0.055,0.359,1.23,76,498,62,1
9,231,2079,25.667,0.196,0.637,1.49,407,1324,274,1
10,18,180,1.8,0.539,0.811,8.82,97,146,11,1
9,29,261,3.222,0.234,0.889,1.39,61,232,44,1
8,152,1216,19.0,0.199,0.677,1.27,242,823,191,1
7,8,56,1.143,0.214,0.625,1.71,12,35,7,1
