3.0,2.0,2.5,2.0, none,37.0, empl_contr,2.571428571428572,2.411764705882353, no,10.0, average, no, none, yes, none, bad
2.0,2.0,3.0,2.171428571428572, none,38.0, empl_contr,2.571428571428572,2.411764705882353, yes,12.0, generous, yes, none, yes, full, bad
2.0,4.5,4.0,4.534999999999999,?,40.0,?,11.333333333333334,4.0,?,10.0, generous,?, half,?, full, good
2.0,4.5,4.5,4.534999999999999, tcf,37.42622950819672,?,11.333333333333334,5.428571428571429, yes,10.0, below_average, yes, none,?, half, good
2.0,7.0,5.3,4.534999999999999,?,37.42622950819672,?,11.333333333333334,5.428571428571429,?,11.0, generous, yes, full,?,?, good
2.0,2.5,2.5,2.171428571428572, tc,39.0, empl_contr,2.571428571428572,2.411764705882353, no,12.0, average, no, none, yes, none, bad
3.0,3.0,2.0,2.5, tc,40.0, none,2.571428571428572,5.0, no,10.0, below_average, yes, half, yes, full, bad
2.0,4.0,4.0,2.171428571428572, none,40.0, none,2.571428571428572,3.0, no,10.0, below_average, no, none, yes, none, bad
2.0,4.5,4.5,4.534999999999999, tcf,37.42622950819672,?,11.333333333333334,5.428571428571429, yes,10.0, below_average, yes, none,?, half, good
3.0,2.0,2.6,2.1884851738827664, none,40.0, none,2.5307653770188177,4.835907977716404, yes,10.0, generous, yes, half, yes, none, bad
2.0,2.0,4.7,2.095329773023457, tc,39.31076783235763, ret_allw,2.4906789603728665,2.9939232108048897, no,10.0, below_average, yes, none, no, none, bad
3.0,2.0,2.6,2.1884851738827664, none,40.0, none,2.5307653770188177,4.835907977716404, yes,10.0, generous, yes, half, yes, none, bad
3.0,2.0,2.8,2.155136443383975, none,38.5786049653812, ret_allw,2.0,1.951640173135428, no,11.0, below_average, no, half, yes, none, bad
3.0,2.0,2.0,2.0, none,40.0, none,2.571428571428572,2.411764705882353, no,10.0, below_average, no, half, yes, full, bad
2.0,4.5,5.8,4.534999999999999,?,35.0, ret_allw,11.333333333333334,5.428571428571429, yes,11.0, below_average,?, full,?, full, good
3.0,2.0,2.8,2.155136443383975, none,38.5786049653812, ret_allw,2.0,1.951640173135428, no,11.0, below_average, no, half, yes, none, bad
