0,371.0,g,t,1,t,t,1.085,v,c,g,u,3.75,28.75,a,+
0,80.0,g,f,0,f,f,0.415,ff,ff,g,u,10.29,18.58,b,-
1,200.0,g,f,1,t,f,0.165,v,c,p,y,0.415,18.83,b,-
283,420.0,g,f,1,t,f,0.29,v,w,g,u,0.79,22.0,b,-
0,550.0,g,f,0,f,f,0.21,bb,i,g,u,5.0,39.92,b,-
5,120.0,g,t,2,t,t,2.25,v,k,g,u,12.0,25.0,b,-
2300,0.0,g,f,14,t,t,8.0,h,q,p,y,7.54,40.33,a,+
0,0.0,g,t,0,f,t,1.375,v,aa,g,u,9.0,17.58,a,+
809,120.0,g,t,0,f,f,0.25,v,q,g,u,1.25,22.92,a,-
0,132.0,g,f,0,f,f,0.165,v,c,g,u,0.125,16.5,b,-
22,0.0,g,f,1,t,f,1.25,v,c,g,u,3.0,25.17,b,-
0,480.0,g,t,5,t,t,0.125,v,x,g,u,1.71,39.17,b,+
0,211.0,g,f,1,t,t,5.25,v,cc,p,y,2.71,26.67,b,+
0,300.0,s,f,0,f,f,0.0,bb,i,g,u,1.5,40.58,b,-
7,200.0,g,t,2,t,f,0.585,bb,c,g,u,10.915,19.33,b,-
0,300.0,s,f,0,f,f,0.0,bb,i,g,u,1.5,40.58,b,-
0,216.0,g,f,0,f,f,3.5,bb,i,g,u,1.54,41.5,b,+
33,0.0,g,f,3,t,f,0.04,h,w,g,u,1.375,30.42,a,-
4,0.0,g,t,0,f,f,5.0,ff,ff,p,y,4.25,56.83,a,-
0,440.0,g,t,0,f,t,2.415,v,q,g,u,1.665,28.58,a,-
2,132.0,g,t,0,f,f,0.75,n,r,p,y,0.75,21.42,b,-
400,164.0,g,t,0,f,t,0.25,bb,c,p,y,1.75,37.5,b,-
1344,383.0,g,f,14,t,t,4.0,v,w,g,u,3.335,38.58,b,+
1430,300.0,g,t,5,t,t,2.5,v,c,g,u,1.04,28.67,a,+
0,76.0,g,f,0,f,f,0.0,ff,ff,g,u,1.5,38.75,a,-
1,17.0,g,f,2,t,f,0.0,ff,ff,g,u,5.0,39.58,b,-
0,292.0,g,t,0,f,f,5.75,h,d,g,u,2.335,32.75,b,-
15108,260.0,g,f,3,t,t,0.25,v,m,g,u,0.375,25.5,b,+
500,99.0,g,t,5,t,t,2.25,dd,e,g,u,5.29,30.0,a,+
560,0.0,g,t,5,t,t,0.415,v,q,g,u,10.75,22.58,a,+
28,132.0,g,t,10,t,t,0.5,bb,i,p,y,1.04,30.08,b,-
3000,0.0,g,f,7,t,t,5.5,v,c,g,u,19.5,57.08,a,+
0,216.0,g,f,0,f,f,0.165,v,c,g,u,3.5,29.83,b,-
42,80.0,g,f,0,f,f,0.415,v,d,g,u,10.0,18.58,a,-
0,216.0,g,f,0,f,f,0.165,v,c,g,u,3.5,29.83,b,-
0,560.0,s,f,1,t,f,0.04,v,e,g,u,0.04,41.0,b,+
0,100.0,g,f,2,t,t,1.5,h,c,g,u,0.585,15.83,a,+
67,300.0,g,t,0,f,f,0.75,v,w,g,u,3.0,28.0,b,-
1,180.0,g,f,0,f,t,0.125,v,aa,p,y,0.625,23.0,b,-
0,180.0,g,f,0,f,t,0.085,h,c,g,u,0.585,23.42,b,-
5,80.0,g,t,1,t,f,1.75,v,c,g,u,0.54,17.92,a,-
484,80.0,g,f,0,f,f,0.29,h,i,g,u,5.415,19.17,a,-
