18,0,1,1,16,4,9773,1,1,109.0,137.0,37,37,9,3,1,0,1,1,0,6,7,6,12.66666667,0,6,8,5,12.8,0,10.8,1.4,1.74,Graduate
55,1,1,6,39,1,9991,0,12,130.0,119.0,37,37,90,90,0,0,0,1,0,5,5,0,0.0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
27,0,1,1,7,1,9991,0,40,120.0,120.0,43,3,3,3,0,0,1,0,0,5,5,5,15.2,0,5,6,5,14.0,0,11.1,0.6,2.02,Enrolled
23,0,1,1,1,1,9130,1,1,143.0,141.3,3,3,2,10,0,1,0,0,0,6,10,6,14.0,0,6,11,4,13.0,0,11.1,0.6,2.02,Enrolled
45,0,1,2,7,1,9500,1,3,120.0,120.0,37,19,9,7,0,0,1,1,0,11,11,11,12.7,0,10,12,10,12.96818182,0,13.9,-0.3,0.79,Enrolled
18,0,1,1,1,1,9238,1,1,125.0,125.7,1,1,3,3,0,0,1,1,0,6,10,6,11.57142857,0,6,8,6,12.33333333,0,12.4,0.5,1.79,Graduate
35,0,1,1,39,1,8014,0,1,130.0,134.0,37,37,9,6,1,0,1,0,0,8,8,8,13.625,0,7,7,7,14.0,0,8.9,1.4,3.51,Graduate
18,0,1,1,1,1,9238,1,1,125.0,125.7,1,1,3,3,0,0,1,1,0,6,10,6,11.57142857,0,6,8,6,12.33333333,0,12.4,0.5,1.79,Graduate
18,0,1,1,1,3,9500,1,1,150.0,132.8,19,19,5,5,1,0,1,1,0,8,8,8,13.01125,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,Graduate
20,0,1,1,1,1,9085,1,1,128.0,135.7,19,1,5,4,0,0,1,1,0,5,7,4,12.75,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate
20,0,1,1,17,2,9853,1,1,133.1,107.0,19,1,9,3,0,0,1,1,0,7,12,6,11.66666667,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
19,0,1,1,1,1,9085,1,1,133.0,143.2,1,37,4,10,0,0,1,0,0,5,7,5,14.4,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
18,0,1,1,17,1,9254,1,1,128.0,120.7,19,1,5,7,0,1,1,1,0,6,8,6,11.66666667,0,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate
28,1,1,1,7,2,9500,1,3,140.0,138.0,37,38,9,9,0,0,1,0,0,7,7,7,14.11428571,0,8,9,8,15.91111111,0,16.2,0.3,-0.92,Dropout
20,0,1,1,17,1,9085,1,1,128.0,123.3,2,19,2,4,1,0,1,1,0,6,6,6,14.83333333,0,6,8,6,12.14285714,0,8.9,1.4,3.51,Graduate
19,0,1,1,1,1,9130,1,1,130.0,133.0,3,19,4,8,0,0,1,1,0,6,6,6,14.66666667,0,6,8,6,13.66666667,0,12.4,0.5,1.79,Graduate
26,0,1,1,39,1,9991,0,1,133.1,125.7,19,38,7,4,0,0,1,0,0,5,9,2,12.0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout
20,0,1,1,17,1,9500,1,1,127.0,129.5,19,38,5,9,1,0,1,1,0,7,7,6,12.33333333,0,7,7,6,12.33333333,0,7.6,2.6,0.32,Graduate
18,0,1,1,1,1,171,1,1,143.0,155.3,12,12,4,1,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
19,1,1,1,1,1,9070,1,1,124.0,125.4,37,37,9,9,0,0,1,1,0,6,6,6,13.5,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
18,1,1,1,17,1,9119,1,1,130.0,123.0,1,3,4,2,0,0,1,0,0,5,10,1,10.0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout
