50,1,2,1,1,1,9249,1,1,122.6,104.8,20,40,0,3,1,1,1,0,0,6,9,0,10.51241964,2,6,22,12,12.52378812,0,12.9,2.7,0.77,Enrolled
54,1,1,1,43,1,8014,0,1,130.0,100.0,38,3,132,122,0,0,1,0,0,13,14,13,13.30769231,0,11,12,11,12.81818182,0,12.7,3.7,-1.7,Enrolled
21,0,1,1,17,1,9085,1,1,125.0,118.4,1,38,4,9,0,0,1,1,0,5,13,3,11.33333333,2,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled
20,0,1,1,1,2,8014,0,1,96.0,100.0,3,1,3,9,0,0,1,0,0,6,10,5,12.0,0,6,9,4,11.25,0,9.4,-0.8,-3.12,Enrolled
32,1,1,1,39,1,9147,1,1,120.0,110.0,37,37,9,9,0,0,0,0,0,5,9,0,0.0,1,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
22,1,1,1,43,1,9130,1,1,120.0,120.0,2,3,3,2,0,0,0,1,0,6,0,0,0.0,0,4,6,0,0.0,2,10.8,1.4,1.74,Dropout
21,0,1,1,44,1,8014,0,39,150.0,146.7,1,37,9,7,1,0,1,0,0,6,6,6,14.66666667,0,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate
18,1,1,1,43,1,9500,1,1,141.0,100.0,4,19,4,10,0,0,1,0,0,7,7,7,11.82857143,0,8,10,7,12.9125,0,13.9,-0.3,0.79,Graduate
18,0,1,1,17,2,9254,1,1,130.0,121.6,19,19,7,7,1,0,1,1,0,6,9,1,10.0,1,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
18,0,1,1,1,6,9500,1,1,141.0,125.0,1,38,4,5,1,0,1,1,0,8,8,8,12.32,0,8,8,8,12.32,0,9.4,-0.8,-3.12,Graduate
31,0,1,1,39,1,9991,0,1,120.0,111.1,37,37,9,9,0,0,1,0,0,5,8,4,11.0,0,5,6,5,11.2,0,7.6,2.6,0.32,Graduate
21,0,1,1,1,2,9238,1,1,100.0,99.3,38,1,7,7,0,0,1,1,0,6,8,5,12.4,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
20,0,1,1,1,1,9206,1,1,134.4,95.0,4,36,4,6,0,0,1,1,0,5,7,5,10.72480925,0,6,7,7,11.97764602,0,12.5,0.7,2.3,Enrolled
21,0,1,1,17,3,9853,1,1,132.0,131.3,34,34,0,0,0,0,1,1,0,6,8,5,11.8,0,6,8,4,10.5,0,7.6,2.6,0.32,Dropout
20,1,1,1,17,2,9773,1,1,121.0,123.1,1,1,5,5,0,0,1,1,0,6,12,4,14.75,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate
29,0,1,1,17,1,9181,1,1,133.3,110.2,37,18,5,3,0,0,0,0,0,5,11,3,12.75707538,0,6,15,0,12.63274401,0,12.7,3.5,3.51,Dropout
30,0,1,1,10,1,9400,1,7,126.2,135.5,19,3,0,2,0,0,1,0,0,13,15,0,10.33196329,8,6,17,0,0.07960252,0,13.9,0.2,1.9,Dropout
21,1,1,1,51,1,9070,1,1,122.0,128.8,38,38,9,9,0,0,1,1,0,12,13,5,13.2,0,12,12,4,13.5,0,8.9,1.4,3.51,Dropout
24,1,1,1,39,1,9003,1,1,130.0,126.1,12,12,9,9,0,0,1,0,0,6,7,0,0.0,0,6,10,0,0.0,0,12.4,0.5,1.79,Dropout
18,0,1,1,1,2,9773,1,1,148.0,141.7,1,19,9,9,0,0,1,0,0,6,6,6,13.83333333,0,6,6,6,12.66666667,0,10.8,1.4,1.74,Graduate
18,0,1,1,17,1,9500,1,1,147.0,134.9,1,1,5,5,0,0,1,0,1,7,7,7,13.64285714,0,8,11,8,14.77272727,0,16.2,0.3,-0.92,Graduate
21,1,1,1,44,1,171,1,39,160.0,160.0,19,38,9,9,1,1,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
19,0,1,1,17,5,9670,1,1,125.0,118.4,19,30,7,7,1,0,1,1,0,5,8,3,10.5,0,5,6,4,11.75,1,7.6,2.6,0.32,Enrolled
22,0,1,1,1,1,9670,1,1,133.1,147.0,34,38,0,4,0,0,1,0,0,5,6,2,12.5,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
18,0,1,1,1,1,9773,1,1,156.0,155.0,3,3,123,122,0,0,1,0,0,6,7,6,14.28571429,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate
18,0,1,1,6,6,9534,1,1,127.0,95.0,4,7,0,0,0,0,1,1,0,5,9,2,11.63998721,0,7,8,2,12.5331683,0,11.0,2.8,0.94,Enrolled
24,1,1,1,39,1,9991,0,39,150.0,150.3,19,19,9,9,0,0,1,0,0,5,7,3,11.33333333,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
18,0,1,1,17,5,9070,1,1,131.0,126.1,37,37,9,9,0,0,0,1,0,6,9,4,11.5,1,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
21,1,41,1,15,1,9119,1,1,133.1,100.0,1,3,5,8,0,1,1,0,0,5,5,0,0.0,0,6,8,0,0.0,0,11.1,0.6,2.02,Dropout
41,1,1,2,43,3,8014,0,19,100.0,120.0,37,37,9,9,0,0,1,1,0,9,11,9,12.0,0,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate
20,1,1,1,1,4,9500,1,1,127.0,121.5,19,37,7,7,0,0,1,1,0,7,7,6,13.01666667,0,7,7,6,13.01666667,0,7.6,2.6,0.32,Enrolled
19,0,1,1,1,3,9773,1,1,110.0,105.5,19,19,5,5,0,0,1,1,0,6,6,6,13.0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate
19,0,1,1,1,1,9085,1,1,120.0,115.1,19,1,8,7,0,0,1,1,0,6,8,6,13.85714286,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
18,0,1,1,18,1,9773,1,1,135.0,129.8,1,1,3,3,1,0,1,0,0,6,6,6,12.66666667,0,6,6,6,11.83333333,0,12.7,3.7,-1.7,Dropout
34,0,1,2,43,1,8014,0,1,110.0,100.0,37,19,9,3,0,0,1,0,0,11,17,9,12.33333333,0,7,12,7,12.14285714,0,9.4,-0.8,-3.12,Graduate
24,1,1,2,39,1,8014,0,19,133.1,130.0,1,1,4,4,0,0,1,0,0,6,14,1,10.0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
25,1,1,1,43,1,9070,1,1,108.0,105.2,38,38,7,7,0,0,1,1,0,17,18,13,11.53846154,0,15,15,10,12.4,0,12.7,3.7,-1.7,Dropout
24,1,1,1,39,1,9130,1,1,130.0,110.0,19,1,191,144,0,0,1,0,0,6,11,6,11.33333333,0,6,12,3,11.33333333,0,16.2,0.3,-0.92,Enrolled
24,0,1,1,18,1,9147,1,1,100.0,101.8,38,38,5,5,0,0,1,1,0,5,5,5,10.8,0,5,11,2,11.0,0,10.8,1.4,1.74,Enrolled
17,0,1,1,13,2,8789,1,1,123.4,122.3,36,20,13,3,0,0,0,1,0,6,8,0,16.59565866,0,6,7,3,12.26656126,0,13.0,1.4,2.33,Enrolled
17,0,1,1,18,2,8931,1,2,129.1,125.3,36,4,0,10,0,0,1,1,0,5,9,5,11.93174949,1,5,12,9,11.76316767,0,12.6,0.4,1.71,Enrolled
20,0,1,1,1,4,9500,1,1,140.0,133.2,38,38,7,7,1,0,1,1,0,7,10,7,14.175,0,8,14,6,13.03125,0,15.5,2.8,-4.06,Graduate
20,1,1,1,1,1,9773,1,1,125.0,133.4,38,38,9,9,1,0,1,1,0,6,8,6,12.0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduate
18,0,1,1,1,2,9085,1,1,151.0,144.5,40,4,2,2,0,0,1,1,0,6,7,6,15.66666667,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate
19,0,1,1,17,2,9773,1,1,125.0,115.6,1,1,4,8,0,0,1,1,0,6,6,6,13.33333333,0,6,6,6,14.66666667,0,12.4,0.5,1.79,Graduate
40,1,1,1,7,1,9119,1,3,120.0,120.0,19,19,1,1,0,0,0,0,0,5,7,1,13.0,0,5,5,2,14.0,0,12.7,3.7,-1.7,Dropout
34,0,1,2,39,1,9670,1,1,130.0,158.0,37,37,9,0,0,1,0,0,0,6,7,4,13.5,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout
18,0,1,1,1,1,9238,1,1,130.0,124.8,1,1,4,4,1,0,1,0,0,6,9,6,11.5,0,6,11,5,14.0,0,11.1,0.6,2.02,Graduate
24,0,1,1,17,2,8752,1,1,131.1,126.8,4,37,1,2,0,1,1,1,0,6,5,4,12.84632743,0,6,12,8,11.50490447,0,16.2,1.0,0.59,Enrolled
21,1,1,1,17,2,9119,1,1,133.1,117.0,1,2,3,3,0,0,1,1,0,5,10,5,11.16666667,0,5,10,3,10.8,0,12.4,0.5,1.79,Enrolled
27,0,1,1,39,1,9773,1,19,133.1,104.0,19,19,3,4,0,1,0,0,0,6,6,5,12.0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
19,1,1,1,1,3,9307,0,1,124.6,108.3,6,8,9,1,0,0,1,0,1,5,12,5,10.67121513,0,9,9,11,0.0,4,10.6,1.7,1.71,Enrolled
48,1,1,2,39,1,9991,0,1,170.0,151.1,37,19,9,3,0,0,1,0,0,5,9,5,12.28571429,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate
20,1,1,1,39,1,8917,1,1,113.1,99.4,2,2,2,139,0,1,1,1,0,5,7,3,10.46855485,0,7,12,3,11.66823708,0,12.7,-0.4,0.8,Enrolled
22,1,1,1,44,1,9003,1,39,120.0,120.0,1,19,9,7,0,0,1,0,0,6,15,3,11.75,0,6,12,2,10.0,0,13.9,-0.3,0.79,Dropout
18,1,2,1,44,1,9991,0,1,128.5,121.8,35,3,120,0,0,0,0,1,0,6,14,0,10.04187603,0,9,1,2,12.02996832,0,8.9,0.7,1.52,Dropout
