-3.657,208.8,0.218,10,2,16,1,152.54,784.364,0.523,-0.416,Florida,West Virginia,20.071,12.428,32.683,74.009,4.941,1.689,11.365,1.916,0.0,0.0,2.203,261.983,29.492,3.363,4.116,-0.12,31,1,0,0,1,234,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,1
1.707,73.16,0.714,5,3,2,6,153.132,357.194,0.504,-0.504,12.08,-0.884,23.224,11.791,18.591,37.413,24.826,20.056,4.9,0.0,0.0,0.0,1.521,777.52,15.728,4.944,1.641,-1.3,26,1,3,2,3,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.857,62.13,0.2,4,0,4,2,110.85,256.097,0.55,-0.55,12.294,-1.157,5.969,12.204,16.951,5.563,0.0,14.468,4.795,0.0,0.0,0.0,2.316,623.34,13.081,5.099,2.731,-2.36,19,2,0,0,0,98,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3.976,83.83,0.739,5,2,13,1,169.408,394.272,0.466,-0.466,12.295,-0.668,12.208,35.424,6.421,38.525,13.186,14.95,4.795,4.795,0.0,0.0,2.571,549.196,24.578,12.177,7.881,-1.46,28,0,1,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.774,64.43,0.267,5,0,3,3,125.673,303.102,0.461,-0.461,13.468,-0.539,11.787,30.316,11.381,0.0,29.426,9.637,9.362,14.169,0.0,0.0,2.197,769.388,14.246,5.25,2.144,-2.7,22,2,0,1,0,114,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0
-7.333,206.77,0.75,13,2,24,0,203.47,504.231,0.549,-0.549,11.994,-1.416,49.357,65.572,0.0,0.0,28.919,49.81,24.289,0.0,0.0,0.0,5.004,630.681,32.15,19.456,19.179,-2.85,35,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0
2.384,24.39,0.214,2,1,2,3,95.012,210.116,0.372,-0.372,4.443,0.917,0.0,0.0,0.0,25.346,16.336,5.317,4.992,0.0,0.0,0.0,2.022,537.932,9.4,3.969,1.668,-1.83,16,2,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
-2.992,114.25,0.0,5,2,28,3,155.003,534.908,0.496,-0.418,California,Idaho,73.507,49.677,0.0,27.01,13.762,15.1,0.0,0.206,0.0,0.284,2.194,42.913,7.71,8.607,2.783,-0.08,14,3,0,0,1,116,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,0,1
1.785,106.95,0.316,8,1,5,4,161.201,383.159,0.493,-0.493,12.401,-0.111,0.0,5.907,66.107,0.0,6.263,29.424,4.795,4.984,4.984,0.0,1.556,997.227,17.901,7.259,3.149,-3.49,28,3,0,1,1,146,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,1,0,0
-0.555,179.37,0.13,11,1,8,4,188.542,466.054,0.542,-0.542,12.305,-1.642,40.421,46.651,0.0,12.133,36.398,43.217,9.589,0.0,0.0,0.0,1.49,1414.76,22.55,9.077,4.45,-4.64,34,4,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4.073,38.33,0.357,2,1,1,3,122.963,315.027,0.445,-0.415,13.6,-4.869,17.871,22.191,0.0,18.908,12.133,4.737,5.317,4.795,13.171,0.0,2.218,673.022,14.084,4.567,2.422,-1.87,21,1,1,1,1,110,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1.725,41.93,0.667,4,1,1,5,130.569,301.168,0.493,-0.493,10.641,-0.358,0.0,17.623,11.96,43.727,11.127,19.48,0.0,0.0,0.0,0.0,1.795,645.465,13.204,4.177,1.324,-1.26,22,1,2,2,2,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.208,72.24,0.364,3,1,5,1,106.117,276.072,0.423,-0.326,12.668,-4.86,34.176,5.687,6.066,12.133,0.0,5.317,14.909,0.0,13.171,0.0,3.195,512.397,14.939,5.25,3.668,-2.12,19,1,0,0,0,104,2,3,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3.96,3.24,0.286,2,0,2,3,110.646,263.054,0.294,-0.294,6.198,0.878,0.0,0.0,0.0,24.657,17.548,0.0,4.9,0.0,0.0,11.337,1.741,520.446,11.271,4.808,2.391,-0.83,17,2,0,1,0,88,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
-4.583,100.35,0.812,4,2,10,7,79.763,323.019,0.519,-0.503,Utah,Tennessee,45.537,10.757,18.955,23.25,17.654,0.0,8.857,5.489,0.438,0.0,1.601,42.913,16.781,1.54,0.935,-2.78,13,2,0,0,1,53,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,1,0,0,1
5.664,83.84,1.0,10,0,7,4,220.624,84.591,0.526,-0.467,Massachusetts,Florida,33.234,8.899,15.32,22.775,6.169,13.696,2.402,0.0,0.895,0.626,2.341,627.065,54.487,1.896,4.688,-2.73,14,1,0,2,0,171,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1
-0.555,179.37,0.13,11,1,8,4,188.542,466.054,0.542,-0.542,12.305,-1.642,40.421,46.651,0.0,12.133,36.398,43.217,9.589,0.0,0.0,0.0,1.49,1414.76,22.55,9.077,4.45,-4.64,34,4,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5.736,29.46,0.619,2,1,4,3,140.112,314.225,0.507,-0.507,10.68,-0.177,0.0,11.519,11.667,30.575,30.399,9.843,0.0,0.0,0.0,0.0,1.989,612.513,16.419,6.221,3.131,-1.44,23,1,1,1,0,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.396,106.26,0.235,8,1,4,4,152.562,370.119,0.441,-0.441,14.628,-0.608,18.014,13.152,28.333,0.0,21.96,9.843,9.884,9.185,4.797,10.197,1.585,990.589,17.036,6.724,3.217,-3.4,27,3,0,1,1,138,1,1,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,1,0,0,0
2.535,40.62,0.579,2,0,2,4,137.001,312.184,0.332,-0.332,12.84,0.05,0.0,30.319,6.545,38.649,17.548,9.8,9.589,0.0,0.0,0.0,1.568,621.551,14.733,5.987,2.642,-1.84,23,1,1,2,2,122,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0
4.245,90.93,0.381,7,1,10,2,184.502,455.09,0.466,-0.466,12.929,-0.885,30.619,27.612,23.378,0.0,7.11,19.527,4.795,9.589,0.0,0.0,2.462,922.072,23.766,10.498,5.149,-2.51,30,1,0,1,0,162,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0
2.183,3.24,0.385,1,0,4,1,86.745,187.136,0.292,-0.292,5.269,0.494,0.0,0.0,12.587,6.421,5.563,0.0,4.9,0.0,0.0,6.423,2.492,296.762,10.818,5.466,3.238,-1.26,14,1,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.401,42.36,1.0,3,0,10,3,59.97,428.116,0.288,-0.56,Montana,New Jersey,41.591,12.728,73.349,4.464,3.175,10.304,0.0,3.643,0.628,0.0,4.04,531.358,23.009,1.54,1.355,-1.73,21,1,3,0,1,30,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
1.941,14.29,0.951,4,0,17,1,137.71,136.97,0.461,-0.418,Florida,New Jersey,114.991,27.104,19.488,14.535,26.908,0.514,0.24,15.999,0.705,0.0,1.743,721.768,16.045,2.225,6.845,-0.62,22,1,0,1,1,30,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,1
1.02,3.24,0.288,3,3,5,4,142.913,688.376,0.487,-0.506,New York,Iowa,55.058,49.07,0.0,19.598,35.384,19.544,14.849,4.951,0.0,0.053,1.817,42.913,18.573,10.719,5.342,-0.15,21,2,1,1,1,52,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,0,1
-4.075,30.06,0.257,9,0,14,1,185.291,153.478,0.524,-0.366,South Dakota,Louisiana,26.847,2.157,48.974,22.171,8.199,1.98,0.0,7.017,6.177,0.0,2.198,876.788,11.547,6.272,3.032,-0.08,14,1,0,0,0,82,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,0,1,0,0,1
-1.027,129.72,0.5,3,4,6,0,73.527,190.059,0.481,-0.481,10.384,-1.306,24.012,12.842,0.0,0.0,0.0,21.264,4.795,9.589,0.0,0.0,4.023,227.065,11.21,4.963,5.476,-1.79,13,0,0,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
