4.266,23.47,0.474,3,1,6,3,136.962,315.166,0.508,-0.508,10.001,0.483,0.0,0.0,11.791,32.228,28.97,5.107,4.9,0.0,0.0,11.337,1.67,593.488,15.571,7.296,3.528,-1.32,22,2,1,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
-0.504,181.62,0.409,9,6,2,4,182.429,444.153,0.508,-0.508,13.655,-2.895,75.639,11.313,5.563,0.0,25.062,31.266,19.284,0.0,0.0,0.0,2.068,1136.74,22.001,6.893,2.478,-3.21,32,1,3,0,1,170,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,1
4.212,171.22,0.447,9,5,22,3,300.026,704.39,0.453,-0.453,13.797,-1.22,59.06,19.51,0.0,22.384,14.22,30.531,19.999,14.598,0.0,0.0,1.955,1574.228,40.42,18.292,12.676,-5.01,51,3,0,0,0,276,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,4,0,2,0,0,1
4.989,97.42,0.091,6,2,5,3,163.37,366.159,0.34,-0.34,8.878,0.457,0.0,0.0,17.33,28.065,6.076,10.634,0.0,4.984,15.508,0.0,1.8,1078.101,18.626,8.481,4.514,-4.16,28,3,0,0,0,136,4,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,2,0,0,1
-0.308,110.18,0.706,6,3,6,3,156.137,383.151,0.477,-0.477,12.341,-1.119,17.991,40.763,17.871,0.0,16.662,25.33,9.589,4.795,0.0,11.762,1.78,677.309,19.189,6.862,2.913,-1.58,26,0,0,3,2,144,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
5.026,15.6,0.176,2,0,3,3,151.287,386.027,0.406,-0.325,14.227,-4.455,18.538,28.496,10.586,4.9,36.398,4.9,4.992,4.39,13.171,0.0,2.193,863.967,17.821,6.725,3.823,-1.99,25,2,0,1,0,130,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
-0.504,181.62,0.409,9,6,2,4,182.429,444.153,0.508,-0.508,13.655,-2.895,75.639,11.313,5.563,0.0,25.062,31.266,19.284,0.0,0.0,0.0,2.068,1136.74,22.001,6.893,2.478,-3.21,32,1,3,0,1,170,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,1
3.903,12.03,0.846,1,1,11,0,89.979,197.214,0.313,-0.313,3.674,0.955,0.0,0.0,0.0,13.09,51.367,5.317,0.0,0.0,0.0,6.579,2.814,109.803,13.7,12.7,11.7,-0.3,14,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.79,88.79,0.273,1,3,4,1,105.58,253.109,0.369,-0.369,5.761,0.085,0.0,17.961,5.023,5.687,0.0,16.784,0.0,4.992,4.992,0.0,2.684,421.993,13.316,6.101,5.215,-1.75,17,1,0,0,0,92,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0
-5.418,187.55,0.25,11,0,8,1,131.967,337.984,0.55,-0.55,11.052,-1.796,59.392,5.001,16.237,0.0,6.069,44.504,0.0,0.0,5.262,11.337,3.509,701.378,17.92,7.23,4.417,-3.13,23,1,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
-3.585,121.38,1.0,6,6,5,0,69.329,182.079,0.394,-0.394,8.957,-1.669,37.63,0.0,0.0,0.0,0.0,30.639,0.0,0.0,0.0,0.0,3.985,104.606,11.76,5.413,3.015,-0.24,12,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.212,171.22,0.447,9,5,22,3,300.026,704.39,0.453,-0.453,13.797,-1.22,59.06,19.51,0.0,22.384,14.22,30.531,19.999,14.598,0.0,0.0,1.955,1574.228,40.42,18.292,12.676,-5.01,51,3,0,0,0,276,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,4,0,2,0,0,1
-6.265,303.48,0.455,18,0,17,2,238.83,630.076,0.871,-0.871,12.753,-5.439,78.476,46.731,0.0,22.194,13.847,67.766,19.768,0.0,0.0,0.0,2.351,1275.859,35.178,14.931,11.695,-3.02,42,2,0,0,0,234,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0
3.433,97.99,0.762,4,4,12,1,156.992,368.256,0.481,-0.481,10.486,-0.889,23.778,18.257,32.104,19.262,0.0,20.426,4.795,0.0,0.0,0.0,2.562,469.022,22.87,11.524,8.475,-1.17,26,0,1,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.142,74.6,0.727,4,2,2,4,169.381,410.166,0.39,-0.39,16.882,-1.951,39.905,29.92,19.262,5.573,12.152,10.213,9.589,4.39,0.0,11.601,1.838,808.358,20.242,5.99,2.082,-1.04,28,0,4,0,3,154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
-0.2,63.6,0.2,3,1,3,0,51.74,130.027,0.478,-0.478,10.144,-1.166,11.939,0.0,6.076,6.076,7.11,9.843,0.0,9.589,0.0,0.0,3.706,147.037,7.68,3.654,4.535,-1.32,9,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.142,74.6,0.727,4,2,2,4,169.381,410.166,0.39,-0.39,16.882,-1.951,39.905,29.92,19.262,5.573,12.152,10.213,9.589,4.39,0.0,11.601,1.838,808.358,20.242,5.99,2.082,-1.04,28,0,4,0,3,154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
