3.573,128.22,0.263,8,2,11,3,202.207,585.963,0.473,-0.473,12.381,-3.817,10.209,30.922,24.092,8.945,6.327,9.474,4.722,19.936,13.14,0.0,1.807,1131.56,24.296,11.496,7.084,-2.35,32,3,0,0,0,170,1,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0
1.383,124.37,0.071,6,0,4,3,128.866,313.057,0.86,-0.86,11.259,-0.714,16.852,12.232,17.084,5.009,18.347,9.524,10.114,14.796,5.101,0.0,1.73,821.948,14.447,5.716,3.075,-3.49,23,2,0,1,0,116,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0
1.725,41.93,0.667,4,1,1,5,130.569,301.168,0.493,-0.493,10.641,-0.358,0.0,17.623,11.96,43.727,11.127,19.48,0.0,0.0,0.0,0.0,1.795,645.465,13.204,4.177,1.324,-1.26,22,1,2,2,2,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.701,77.51,0.692,5,0,6,4,198.689,478.192,0.45,-0.45,17.14,-2.189,51.471,30.423,31.256,0.0,12.152,4.737,19.178,4.39,0.0,11.601,1.838,987.167,24.309,7.86,2.947,-1.82,33,0,4,0,3,180,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
-0.061,77.2,0.0,10,2,5,3,170.652,76.027,0.498,-0.439,New York,Mississippi,132.394,24.193,41.444,0.0,6.462,18.117,5.898,1.08,0.0,0.299,1.154,79.504,36.981,6.936,0.957,-0.12,52,1,0,2,1,108,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,1
2.408,53.92,0.294,3,1,2,4,128.123,294.148,0.348,-0.348,12.956,0.112,0.0,5.907,6.545,46.514,0.0,14.451,4.795,4.984,0.0,0.0,1.768,874.047,13.127,4.729,1.781,-2.56,22,3,0,1,0,112,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,1,0,1,0,0,0
0.745,70.0,0.588,5,2,0,5,128.046,301.131,0.504,-0.504,12.524,-0.954,17.12,17.575,25.012,24.092,0.0,19.85,4.795,0.0,0.0,0.0,1.877,716.856,12.905,3.658,1.126,-1.59,22,1,2,2,2,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2.535,40.62,0.579,2,0,2,4,137.001,312.184,0.332,-0.332,12.84,0.05,0.0,30.319,6.545,38.649,17.548,9.8,9.589,0.0,0.0,0.0,1.568,621.551,14.733,5.987,2.642,-1.84,23,1,1,2,2,122,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0
-0.455,90.37,0.5,7,2,2,2,94.232,247.043,0.393,-0.393,13.133,-0.763,28.989,6.607,5.753,10.764,11.762,15.577,4.567,9.185,4.984,11.762,2.281,452.645,11.368,4.399,2.036,-1.12,16,1,0,1,1,88,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
2.84,47.86,0.235,4,2,4,3,124.307,281.153,0.508,-0.508,9.741,0.269,0.0,5.75,6.545,30.3,5.563,15.323,4.992,0.0,0.0,0.0,1.95,649.34,13.491,5.872,3.16,-2.49,21,2,0,1,0,108,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0
-1.172,201.58,0.462,10,4,8,2,162.59,435.052,0.478,-0.478,12.562,-4.756,51.484,15.131,0.0,11.337,26.151,20.995,14.142,14.084,8.418,11.337,2.259,953.885,21.519,7.326,4.204,-2.78,28,1,0,1,1,154,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,2,0,0,0,0,0
-3.049,36.07,0.052,0,0,5,3,43.605,177.291,0.504,-0.312,North Dakota,Delaware,53.329,33.022,25.273,12.496,57.55,25.815,0.0,5.235,8.757,0.0,4.04,450.745,20.458,19.767,2.853,-0.7,17,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,1
2.529,75.41,0.294,5,0,5,3,142.245,344.107,0.497,-0.497,12.649,-1.384,10.8,5.753,21.939,22.57,0.0,19.442,9.193,0.0,0.0,0.0,1.901,920.83,16.448,6.604,2.989,-2.41,24,3,0,0,0,126,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0,0,0
6.455,27.05,0.167,3,0,6,3,165.606,413.986,0.367,-0.367,6.365,-0.286,0.0,6.104,33.242,11.127,0.0,9.304,0.0,4.984,0.0,0.0,1.827,852.287,18.558,8.434,4.901,-1.23,25,3,0,0,0,130,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
0.427,46.18,0.273,2,0,5,2,176.198,576.669,0.473,-0.504,Ohio,Maryland,44.982,4.361,26.432,1.634,46.81,4.193,0.994,6.67,0.516,0.0,1.935,42.913,23.612,8.172,2.51,-1.89,10,1,0,1,0,48,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-3.123,226.76,0.601,3,1,1,4,73.619,341.565,0.546,-0.527,Virginia,Wisconsin,51.392,13.413,73.349,45.535,9.746,2.673,2.358,5.35,2.308,0.288,1.154,1207.961,23.323,4.086,5.394,-1.92,15,0,0,1,0,30,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,0,2,0,0,1
1.576,98.33,0.769,4,0,1,3,174.117,440.611,0.382,-0.718,North Dakota,Kansas,3.986,1.807,14.34,9.355,20.392,12.539,0.0,6.717,9.31,0.898,1.608,951.934,4.632,3.497,0.916,-3.53,19,1,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
3.149,85.35,0.375,4,4,6,4,169.968,392.21,0.506,-0.506,11.574,-0.731,6.104,11.309,29.053,25.683,34.387,20.514,4.795,0.0,0.0,0.0,1.481,1070.211,19.676,8.01,3.802,-2.63,29,3,1,0,0,152,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0
-0.053,115.81,0.3,5,5,4,1,92.295,226.095,0.504,-0.504,10.954,-1.316,11.508,17.92,5.563,0.0,25.123,15.32,10.637,5.426,0.0,0.0,2.948,407.806,12.28,4.378,2.414,-1.79,16,1,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-4.018,57.26,0.387,5,0,0,3,187.518,512.679,0.359,-0.49,Indiana,Mississippi,132.394,14.381,24.925,3.024,16.568,14.039,1.087,6.475,0.0,0.622,1.55,797.488,27.269,3.573,1.812,-2.56,31,1,0,2,0,30,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1
4.196,72.83,0.75,5,1,7,3,174.081,404.256,0.462,-0.462,12.544,-0.597,6.104,42.403,24.175,25.683,5.573,14.58,9.589,0.0,0.0,0.0,1.74,666.182,22.074,9.461,5.302,-1.62,29,0,2,1,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.659,78.29,0.059,5,0,3,3,127.252,285.101,0.241,-0.241,8.918,-0.15,0.0,6.042,11.127,11.127,6.327,0.0,0.0,9.666,15.622,0.0,2.071,776.56,13.539,5.904,2.562,-3.44,22,3,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0
-4.92,78.21,0.146,2,1,9,3,196.663,448.713,0.429,-0.525,Connecticut,New York,3.465,42.0,36.248,19.773,4.096,8.197,0.0,17.141,0.0,0.0,2.637,285.804,25.685,15.713,0.916,-0.08,34,1,0,1,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
3.064,72.63,0.176,3,1,3,3,127.844,296.116,0.457,-0.457,12.002,-0.566,12.135,5.969,12.108,16.814,11.824,10.471,9.694,4.795,0.0,0.0,2.227,742.189,14.131,5.519,2.412,-2.82,22,2,0,1,0,112,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,1
0.193,78.89,0.538,7,0,5,2,115.015,278.138,0.332,-0.328,12.333,-0.371,0.0,17.032,36.971,0.0,22.385,9.362,13.929,9.779,0.0,0.0,2.382,766.24,14.234,5.439,2.429,-2.18,20,2,0,0,0,108,0,0,0,0,0,0,2,1,0,0,0,4,0,0,1,0,0,0,0,0,0
4.579,3.24,0.351,9,0,12,4,146.726,415.035,0.533,-0.544,Washington,Rhode Island,89.492,12.189,21.689,0.573,11.048,0.0,4.556,4.294,17.887,5.625,2.626,688.738,18.18,3.825,1.568,-0.08,25,2,1,1,1,310,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,1
0.897,101.84,0.442,2,1,19,4,92.605,76.027,0.563,-0.436,Oregon,Maryland,25.639,11.444,73.349,0.0,0.272,7.034,0.0,15.408,0.307,0.095,1.753,566.843,26.834,1.54,1.839,-0.45,33,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,1
3.573,46.53,0.533,2,1,6,1,108.785,250.157,0.493,-0.493,10.943,-0.755,11.384,0.0,13.028,17.734,5.563,9.843,4.795,0.0,0.0,0.0,2.429,421.747,14.551,5.894,4.058,-1.51,18,1,0,0,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.402,47.6,1.0,0,0,0,1,50.238,112.1,0.676,-0.676,7.29,-0.08,0.0,12.084,0.0,12.842,12.842,11.467,0.0,0.0,12.084,0.0,2.279,62.929,6.046,2.464,1.202,-0.08,8,0,1,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
6.563,12.47,0.231,2,0,9,3,178.952,405.186,0.492,-0.492,6.874,0.688,0.0,0.0,6.607,52.68,0.0,9.637,0.0,0.0,0.0,0.0,1.858,900.458,21.166,10.848,5.723,-2.55,29,3,0,0,0,150,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
6.142,12.03,0.273,1,1,7,3,151.406,357.17,0.416,-0.31,12.765,-4.281,11.74,6.042,6.421,24.595,28.469,5.317,0.0,0.0,13.171,0.0,1.566,865.14,18.461,7.917,4.439,-2.33,26,3,0,0,0,136,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
4.427,96.22,0.577,6,3,14,2,203.613,500.239,0.491,-0.491,12.804,-4.486,30.052,42.686,25.683,12.133,18.209,24.793,4.795,0.0,13.171,0.0,1.824,851.734,28.874,13.655,10.031,-2.36,35,1,1,0,1,196,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-3.657,208.8,0.218,10,2,16,1,152.54,784.364,0.523,-0.416,Florida,West Virginia,20.071,12.428,32.683,74.009,4.941,1.689,11.365,1.916,0.0,0.0,2.203,261.983,29.492,3.363,4.116,-0.12,31,1,0,0,1,234,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,1
-2.166,68.41,1.0,10,1,3,1,292.346,107.243,0.502,-0.622,Washington,Texas,40.055,16.526,39.114,49.456,37.244,10.426,1.477,6.0,0.028,0.0,2.672,1064.376,21.979,2.714,2.701,-3.81,5,1,0,1,0,177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
5.561,60.69,0.778,3,3,5,3,183.524,416.329,0.393,-0.393,10.241,-0.674,17.809,5.918,42.431,0.0,37.677,15.32,0.0,0.0,0.0,0.0,1.725,670.712,23.757,9.303,5.285,-0.9,30,0,3,0,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.162,153.58,0.824,11,1,8,1,164.273,401.204,0.549,-0.549,11.014,-1.256,24.012,32.724,45.813,0.0,0.0,34.81,19.6,0.0,0.0,0.0,2.887,485.734,24.248,12.626,11.144,-1.79,28,0,0,1,1,162,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0.843,24.92,0.375,2,1,3,1,61.296,136.1,0.319,-0.319,4.176,0.997,0.0,0.0,0.0,18.66,0.0,5.317,4.984,0.0,0.0,0.0,2.427,171.872,7.22,4.011,2.15,-0.89,10,1,0,0,0,54,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2.854,46.53,0.65,3,1,6,3,144.568,332.223,0.461,-0.461,12.585,-0.572,5.918,18.68,18.126,22.888,12.842,14.326,4.795,0.0,0.0,0.0,1.665,557.507,17.434,6.849,2.976,-1.39,24,1,0,2,2,132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
