107,52.0,101.0,218.0,64.0,11,202.0,33.0,23.0,164,219.0,610.0,192.0,65.0,17.0,2.0,197.0,206,car
87,49.0,86.0,190.0,64.0,9,177.0,37.0,21.0,153,197.0,471.0,209.0,67.0,11.0,7.0,192.0,199,car
103,48.0,96.0,232.0,71.0,10,205.0,32.0,23.0,153,226.0,633.0,197.0,71.0,2.0,15.0,188.0,196,car
85,37.0,80.0,158.0,59.0,8,153.0,44.0,19.0,126,179.0,348.0,136.0,69.0,6.0,21.0,191.0,197,car
96,48.0,83.0,177.0,59.0,8,171.0,39.0,21.0,152,195.0,438.0,196.0,67.0,15.0,0.0,195.0,201,car
101,55.0,101.0,183.0,57.0,13,225.0,30.0,25.0,177,225.0,741.0,204.0,71.0,5.0,10.0,186.0,198,car
108,,103.0,202.0,64.0,10,220.0,30.0,25.0,168,,711.0,214.0,73.0,11.0,,188.0,199,car
101,48.0,85.0,191.0,60.0,11,175.0,38.0,21.0,153,192.0,458.0,187.0,62.0,5.0,22.0,197.0,210,car
100,57.0,107.0,207.0,63.0,11,227.0,30.0,25.0,180,234.0,756.0,205.0,72.0,6.0,19.0,186.0,198,car
91,41.0,84.0,141.0,57.0,9,149.0,45.0,19.0,143,170.0,330.0,158.0,72.0,9.0,14.0,189.0,199,van
86,43.0,68.0,150.0,64.0,9,138.0,48.0,18.0,143,161.0,285.0,174.0,69.0,6.0,0.0,192.0,201,van
88,39.0,88.0,194.0,69.0,8,168.0,40.0,20.0,133,199.0,416.0,151.0,74.0,3.0,22.0,186.0,192,car
87,46.0,71.0,159.0,66.0,6,151.0,44.0,19.0,146,175.0,343.0,189.0,73.0,2.0,0.0,186.0,190,bus
87,47.0,81.0,149.0,62.0,9,147.0,45.0,19.0,152,171.0,325.0,181.0,72.0,0.0,6.0,188.0,198,van
87,38.0,85.0,177.0,61.0,8,164.0,40.0,20.0,129,186.0,402.0,130.0,63.0,1.0,25.0,198.0,205,car
97,38.0,75.0,188.0,68.0,6,171.0,37.0,20.0,129,199.0,450.0,137.0,74.0,2.0,6.0,197.0,199,bus
95,46.0,92.0,159.0,63.0,11,160.0,42.0,20.0,157,176.0,372.0,171.0,70.0,7.0,21.0,189.0,200,van
86,38.0,89.0,176.0,59.0,9,169.0,39.0,20.0,132,190.0,428.0,148.0,67.0,7.0,33.0,193.0,202,car
106,52.0,101.0,213.0,64.0,11,201.0,33.0,23.0,158,214.0,607.0,204.0,65.0,2.0,4.0,192.0,204,car
90,47.0,85.0,149.0,60.0,10,155.0,43.0,19.0,155,179.0,355.0,186.0,75.0,1.0,5.0,185.0,196,van
94,38.0,84.0,158.0,55.0,9,169.0,39.0,20.0,130,196.0,430.0,155.0,69.0,9.0,15.0,190.0,195,car
87,41.0,73.0,158.0,64.0,7,151.0,44.0,19.0,138,175.0,341.0,152.0,73.0,3.0,8.0,190.0,194,bus
98,35.0,70.0,182.0,68.0,5,155.0,41.0,19.0,124,184.0,371.0,117.0,71.0,3.0,22.0,202.0,205,bus
101,54.0,106.0,,57.0,7,236.0,28.0,26.0,164,256.0,833.0,253.0,81.0,6.0,14.0,185.0,185,bus
96,45.0,101.0,201.0,66.0,9,192.0,34.0,22.0,143,218.0,552.0,195.0,73.0,3.0,19.0,189.0,197,car
93,45.0,73.0,164.0,59.0,7,159.0,42.0,20.0,146,182.0,379.0,188.0,65.0,11.0,15.0,195.0,201,car
89,42.0,85.0,144.0,58.0,10,152.0,44.0,19.0,144,173.0,345.0,161.0,72.0,8.0,13.0,187.0,197,van
93,40.0,62.0,117.0,49.0,7,131.0,52.0,18.0,145,160.0,249.0,156.0,78.0,8.0,6.0,184.0,184,van
98,46.0,77.0,199.0,71.0,7,166.0,39.0,20.0,150,184.0,422.0,180.0,69.0,13.0,9.0,200.0,203,bus
90,47.0,85.0,145.0,58.0,9,152.0,44.0,19.0,155,175.0,345.0,184.0,73.0,4.0,2.0,186.0,197,van
96,45.0,80.0,162.0,63.0,9,146.0,46.0,,148,161.0,316.0,161.0,64.0,5.0,10.0,199.0,207,van
92,36.0,78.0,165.0,57.0,8,153.0,43.0,19.0,128,169.0,349.0,124.0,60.0,4.0,19.0,203.0,211,car
90,44.0,72.0,157.0,64.0,8,137.0,48.0,18.0,144,159.0,283.0,171.0,65.0,9.0,4.0,196.0,203,van
90,38.0,79.0,185.0,69.0,6,160.0,40.0,20.0,130,178.0,393.0,133.0,66.0,2.0,14.0,198.0,205,bus
90,48.0,78.0,143.0,60.0,11,161.0,43.0,20.0,159,172.0,374.0,186.0,75.0,2.0,2.0,184.0,193,van
89,42.0,66.0,125.0,53.0,7,131.0,51.0,18.0,144,162.0,254.0,162.0,73.0,10.0,17.0,188.0,191,van
97,46.0,94.0,209.0,67.0,10,195.0,34.0,22.0,147,224.0,573.0,194.0,70.0,0.0,14.0,188.0,197,car
101,55.0,108.0,228.0,69.0,12,215.0,31.0,24.0,168,229.0,684.0,214.0,71.0,2.0,16.0,188.0,199,car
108,54.0,103.0,212.0,65.0,11,208.0,32.0,24.0,162,228.0,648.0,240.0,71.0,9.0,0.0,189.0,197,car
113,53.0,93.0,197.0,62.0,11,216.0,31.0,24.0,165,221.0,688.0,196.0,72.0,6.0,25.0,188.0,199,car
88,40.0,69.0,146.0,59.0,7,130.0,51.0,18.0,134,147.0,252.0,144.0,64.0,1.0,1.0,193.0,200,car
90,36.0,78.0,179.0,64.0,8,157.0,42.0,19.0,126,182.0,367.0,142.0,66.0,1.0,20.0,192.0,198,car
87,44.0,98.0,211.0,70.0,10,189.0,35.0,22.0,141,214.0,535.0,178.0,71.0,2.0,21.0,187.0,194,car
93,47.0,83.0,165.0,60.0,7,167.0,40.0,20.0,147,197.0,417.0,201.0,73.0,12.0,4.0,187.0,192,car
97,55.0,104.0,219.0,71.0,9,211.0,32.0,24.0,171,222.0,658.0,223.0,74.0,1.0,24.0,186.0,196,car
96,46.0,70.0,194.0,70.0,6,167.0,39.0,20.0,148,183.0,427.0,171.0,69.0,17.0,10.0,200.0,203,bus
86,43.0,70.0,126.0,56.0,6,148.0,46.0,19.0,145,166.0,317.0,171.0,86.0,6.0,9.0,179.0,182,bus
107,53.0,103.0,221.0,66.0,11,209.0,32.0,24.0,163,222.0,653.0,212.0,66.0,0.0,1.0,191.0,201,car
82,40.0,73.0,141.0,57.0,8,153.0,44.0,19.0,133,173.0,342.0,153.0,75.0,11.0,9.0,181.0,187,car
105,55.0,96.0,181.0,56.0,9,219.0,30.0,25.0,175,231.0,713.0,216.0,74.0,4.0,5.0,187.0,194,car
80,43.0,68.0,123.0,53.0,7,150.0,46.0,19.0,147,169.0,327.0,176.0,81.0,7.0,14.0,179.0,184,bus
84,44.0,80.0,140.0,58.0,11,156.0,44.0,20.0,157,166.0,349.0,176.0,74.0,5.0,17.0,183.0,193,van
84,37.0,53.0,121.0,59.0,5,123.0,55.0,17.0,125,141.0,221.0,133.0,82.0,7.0,1.0,179.0,183,van
96,52.0,104.0,222.0,67.0,9,198.0,33.0,23.0,163,217.0,589.0,226.0,67.0,12.0,20.0,192.0,201,car
98,42.0,90.0,192.0,61.0,9,178.0,37.0,21.0,144,189.0,480.0,138.0,61.0,3.0,8.0,199.0,208,car
82,38.0,53.0,125.0,59.0,5,133.0,51.0,18.0,128,152.0,259.0,146.0,87.0,0.0,0.0,177.0,183,car
83,46.0,73.0,137.0,59.0,6,148.0,45.0,19.0,146,167.0,327.0,183.0,75.0,8.0,0.0,185.0,191,bus
87,40.0,81.0,162.0,68.0,10,146.0,46.0,19.0,139,167.0,317.0,157.0,70.0,0.0,13.0,189.0,199,van
94,49.0,87.0,159.0,64.0,10,157.0,43.0,20.0,158,179.0,363.0,203.0,75.0,4.0,0.0,183.0,194,van
