73,37.0,53.0,111.0,54.0,6,126.0,55.0,18.0,128,135.0,227.0,147.0,82.0,1.0,15.0,176.0,184,car
98,55.0,108.0,168.0,53.0,11,224.0,30.0,25.0,178,231.0,737.0,217.0,73.0,8.0,30.0,187.0,198,car
91,36.0,72.0,162.0,60.0,8,150.0,44.0,19.0,133,166.0,334.0,121.0,63.0,2.0,22.0,196.0,205,car
88,40.0,73.0,173.0,68.0,7,150.0,44.0,19.0,137,174.0,341.0,151.0,69.0,2.0,20.0,196.0,200,bus
103,54.0,107.0,218.0,64.0,12,222.0,30.0,25.0,174,221.0,728.0,199.0,67.0,0.0,18.0,189.0,200,car
93,42.0,64.0,158.0,68.0,9,134.0,49.0,18.0,142,163.0,268.0,170.0,71.0,7.0,13.0,192.0,201,van
99,55.0,101.0,206.0,62.0,13,222.0,30.0,25.0,180,225.0,722.0,213.0,71.0,2.0,3.0,186.0,196,car
106,49.0,96.0,201.0,61.0,10,181.0,36.0,21.0,158,197.0,494.0,180.0,62.0,19.0,15.0,202.0,209,car
99,55.0,101.0,219.0,68.0,10,224.0,30.0,25.0,178,228.0,737.0,213.0,74.0,11.0,20.0,187.0,196,car
97,42.0,101.0,186.0,59.0,9,186.0,36.0,22.0,138,208.0,511.0,168.0,67.0,7.0,41.0,194.0,206,car
93,45.0,81.0,177.0,64.0,7,160.0,41.0,20.0,147,180.0,383.0,188.0,70.0,11.0,11.0,192.0,199,car
82,43.0,73.0,154.0,65.0,7,151.0,44.0,19.0,143,178.0,341.0,160.0,76.0,5.0,11.0,185.0,189,bus
97,47.0,81.0,183.0,64.0,8,168.0,39.0,20.0,150,193.0,426.0,182.0,70.0,11.0,2.0,192.0,198,car
88,37.0,51.0,105.0,52.0,5,119.0,57.0,17.0,128,135.0,207.0,125.0,86.0,8.0,16.0,179.0,183,van
90,43.0,81.0,231.0,97.0,46,150.0,45.0,19.0,149,200.0,332.0,164.0,91.0,5.0,9.0,186.0,196,van
80,44.0,68.0,135.0,59.0,8,150.0,45.0,19.0,145,170.0,329.0,173.0,80.0,7.0,12.0,180.0,185,bus
113,48.0,98.0,208.0,62.0,9,203.0,33.0,23.0,151,216.0,613.0,183.0,64.0,17.0,29.0,193.0,204,car
97,44.0,96.0,195.0,63.0,9,185.0,36.0,22.0,144,202.0,512.0,165.0,66.0,4.0,8.0,191.0,199,car
91,46.0,78.0,148.0,61.0,9,147.0,45.0,19.0,152,168.0,323.0,199.0,70.0,13.0,11.0,189.0,200,van
109,47.0,96.0,206.0,64.0,9,198.0,33.0,23.0,150,219.0,586.0,191.0,70.0,4.0,13.0,190.0,198,car
