81,45.0,68.0,169.0,73.0,6,151.0,44.0,19.0,146,173.0,336.0,186.0,75.0,7.0,0.0,183.0,189,bus
95,38.0,66.0,126.0,52.0,8,133.0,52.0,18.0,140,158.0,253.0,140.0,78.0,11.0,8.0,184.0,183,van
90,42.0,63.0,126.0,55.0,7,152.0,45.0,19.0,142,173.0,336.0,173.0,81.0,0.0,15.0,180.0,184,bus
89,42.0,80.0,151.0,62.0,6,144.0,46.0,19.0,139,166.0,308.0,170.0,74.0,17.0,13.0,185.0,189,car
81,46.0,71.0,130.0,56.0,7,153.0,44.0,19.0,149,172.0,342.0,191.0,81.0,3.0,14.0,180.0,186,bus
89,40.0,77.0,159.0,65.0,9,144.0,46.0,19.0,141,168.0,314.0,143.0,70.0,0.0,5.0,190.0,200,van
93,43.0,88.0,170.0,66.0,9,150.0,45.0,19.0,147,164.0,334.0,143.0,65.0,2.0,17.0,196.0,206,van
106,48.0,107.0,202.0,61.0,10,207.0,32.0,24.0,153,227.0,635.0,200.0,70.0,5.0,28.0,190.0,203,car
85,42.0,70.0,130.0,56.0,7,150.0,45.0,19.0,145,177.0,328.0,172.0,82.0,10.0,14.0,181.0,185,bus
112,50.0,104.0,197.0,58.0,11,208.0,32.0,24.0,159,223.0,639.0,186.0,67.0,15.0,22.0,191.0,202,car
105,45.0,100.0,195.0,61.0,10,198.0,33.0,23.0,149,214.0,586.0,186.0,67.0,8.0,5.0,192.0,200,car
85,43.0,69.0,141.0,62.0,7,152.0,44.0,19.0,145,178.0,341.0,179.0,84.0,1.0,4.0,181.0,184,bus
91,42.0,80.0,162.0,66.0,8,148.0,44.0,19.0,145,171.0,331.0,147.0,70.0,3.0,5.0,189.0,199,van
102,55.0,101.0,213.0,67.0,12,222.0,30.0,25.0,177,226.0,719.0,213.0,71.0,2.0,21.0,187.0,199,car
97,55.0,103.0,197.0,63.0,11,215.0,31.0,24.0,172,219.0,677.0,219.0,75.0,5.0,24.0,185.0,194,car
87,37.0,52.0,116.0,54.0,6,115.0,58.0,17.0,126,135.0,196.0,144.0,74.0,11.0,22.0,186.0,190,van
88,38.0,58.0,137.0,60.0,5,148.0,46.0,19.0,131,163.0,319.0,157.0,86.0,12.0,0.0,180.0,183,car
87,42.0,76.0,159.0,65.0,5,155.0,42.0,19.0,138,184.0,362.0,157.0,76.0,6.0,12.0,189.0,193,bus
92,46.0,83.0,154.0,56.0,6,160.0,41.0,20.0,148,185.0,382.0,184.0,71.0,10.0,5.0,186.0,191,car
90,39.0,86.0,169.0,62.0,7,162.0,,20.0,131,194.0,388.0,147.0,74.0,1.0,22.0,185.0,191,car
88,34.0,58.0,140.0,59.0,6,127.0,52.0,18.0,130,148.0,243.0,113.0,63.0,4.0,10.0,199.0,206,van
89,41.0,84.0,141.0,58.0,9,149.0,45.0,19.0,145,172.0,330.0,162.0,72.0,4.0,18.0,188.0,200,van
98,47.0,109.0,202.0,59.0,11,199.0,34.0,23.0,154,207.0,586.0,165.0,61.0,1.0,33.0,194.0,208,car
