2,1,250,2,0
16,6,1500,40,0
4,6,1500,35,0
11,2,500,11,0
14,2,500,14,0
9,3,750,52,0
11,3,750,28,0
2,1,250,2,0
2,15,3750,64,0
23,1,250,23,0
4,5,1250,74,0
21,2,500,52,0
4,1,250,4,0
3,2,500,23,0
7,12,3000,86,0
11,2,500,24,0
21,1,250,21,0
16,5,1250,27,0
2,11,2750,26,0
11,5,1250,41,0
14,1,250,14,0
11,2,500,11,0
4,1,250,4,0
4,1,250,4,0
11,2,500,21,0
21,4,1000,52,0
21,3,750,38,0
11,6,1500,58,0
11,2,500,26,0
2,2,500,4,0
4,1,250,4,0
9,2,500,52,0
2,4,1000,16,0
16,1,250,16,0
2,2,500,4,0
23,1,250,23,0
23,2,500,23,0
23,5,1250,58,0
11,4,1000,61,0
14,3,750,31,0
4,23,5750,58,0
21,5,1250,60,0
14,4,1000,38,0
16,7,1750,38,0
23,1,250,23,0
2,10,2500,64,0
7,5,1250,52,0
12,13,3250,59,0
11,9,2250,38,0
16,4,1000,58,0
16,1,250,16,0
12,12,3000,58,0
4,3,750,24,0
3,16,4000,74,0
38,1,250,38,0
16,5,1250,60,0
4,6,1500,30,0
4,4,1000,41,0
16,3,750,46,0
21,13,3250,57,0
21,2,500,23,0
2,10,2500,52,0
4,1,250,4,0
14,1,250,14,0
8,9,2250,58,0
4,6,1500,43,0
2,2,500,2,0
23,1,250,23,0
11,3,750,76,0
11,1,250,11,0
1,12,3000,35,0
4,4,1000,16,0
4,1,250,4,0
23,2,500,38,0
14,7,1750,45,0
4,2,500,23,0
1,7,1750,57,0
2,1,250,2,0
4,2,500,4,0
16,1,250,16,0
2,1,250,2,0
1,14,3500,58,0
4,7,1750,62,0
14,1,250,14,0
21,3,750,35,0
4,2,500,30,0
10,4,1000,16,0
4,1,250,4,0
14,5,1250,64,0
23,6,1500,45,0
12,11,2750,39,0
14,2,500,14,0
2,6,1500,47,0
4,1,250,4,0
2,2,500,4,0
4,1,250,4,0
14,2,500,14,0
11,3,750,23,0
18,8,2000,95,0
16,4,1000,28,0
14,7,1750,26,0
4,1,250,4,0
14,6,1500,51,0
16,7,1750,39,0
2,7,1750,29,0
21,1,250,21,0
14,1,250,14,0
14,1,250,14,0
9,2,500,52,0
11,2,500,11,0
11,6,1500,41,0
11,3,750,37,0
1,9,2250,51,0
2,12,3000,95,0
2,4,1000,16,0
2,3,750,77,0
11,6,1500,27,0
11,1,250,11,0
4,1,250,4,0
2,3,750,19,0
23,1,250,23,0
11,5,1250,50,0
23,3,750,48,0
2,5,1250,37,0
23,2,500,87,0
2,2,500,4,0
11,7,1750,29,0
9,9,2250,45,0
16,7,1750,64,0
2,2,500,10,0
2,2,500,41,0
14,1,250,14,0
23,2,500,23,0
2,5,1250,16,0
2,3,750,14,0
2,4,1000,35,0
4,2,500,41,0
2,4,1000,23,0
2,1,250,2,0
9,9,2250,16,0
9,3,750,14,0
23,3,750,33,0
21,1,250,21,0
2,4,1000,16,0
2,11,2750,28,0
14,3,750,35,0
3,5,1250,38,0
23,1,250,23,0
11,7,1750,75,0
2,2,500,11,0
11,1,250,11,0
39,1,250,39,0
2,9,2250,74,0
11,1,250,11,0
2,4,1000,16,0
23,3,750,89,0
4,8,2000,21,0
11,1,250,11,0
11,4,1000,28,0
11,4,1000,58,0
2,4,1000,35,0
4,9,2250,55,0
4,5,1250,58,0
14,2,500,35,0
4,1,250,4,0
2,5,1250,63,0
8,10,2500,63,0
2,1,250,2,0
11,3,750,14,0
23,3,750,28,0
2,11,2750,23,0
9,1,250,9,0
4,4,1000,46,0
2,3,750,11,0
16,1,250,16,0
2,12,3000,98,0
4,11,2750,95,0
16,3,750,86,0
16,3,750,21,0
14,8,2000,50,0
16,6,1500,35,0
16,1,250,16,0
9,2,500,11,0
14,16,4000,98,0
11,1,250,11,0
23,1,250,23,0
2,5,1250,26,0
2,12,3000,82,0
16,15,3750,87,0
11,5,1250,35,0
2,1,250,2,0
4,2,500,4,0
21,1,250,21,0
14,1,250,14,0
14,4,1000,57,0
16,3,750,40,0
0,3,750,4,0
2,5,1250,16,0
2,1,250,2,0
16,16,4000,77,0
4,6,1500,46,0
14,3,750,26,0
23,1,250,23,0
35,3,750,64,0
4,6,1500,14,0
11,7,1750,37,0
11,2,500,16,0
2,1,250,2,0
23,8,2000,64,0
16,8,2000,28,0
21,1,250,21,0
14,4,1000,30,0
16,12,3000,50,0
16,1,250,16,0
4,3,750,71,0
14,5,1250,28,0
16,8,2000,76,0
11,2,500,11,0
21,7,1750,38,0
7,5,1250,35,0
4,7,1750,58,0
4,2,500,4,0
16,6,1500,50,0
16,5,1250,71,0
11,5,1250,33,0
13,8,2000,26,0
4,2,500,13,0
5,24,6000,79,0
16,4,1000,40,0
4,3,750,34,0
4,7,1750,25,0
23,2,500,26,0
8,15,3750,77,0
16,7,1750,28,0
11,3,750,15,0
4,2,500,4,0
13,3,750,16,0
4,11,2750,61,0
2,5,1250,34,0
23,1,250,23,0
2,4,1000,43,0
23,4,1000,52,0
16,2,500,16,0
14,4,1000,26,0
14,3,750,41,0
14,18,4500,78,0
2,1,250,2,0
4,1,250,4,0
74,1,250,74,0
21,2,500,25,0
4,5,1250,58,0
3,14,3500,35,0
16,3,750,50,0
14,3,750,26,0
7,11,2750,89,0
4,7,1750,82,0
11,3,750,23,0
11,5,1250,38,0
2,9,2250,36,0
72,1,250,72,0
9,9,2250,54,0
3,5,1250,26,0
3,6,1500,21,0
21,2,500,26,0
25,6,1500,50,0
21,2,500,23,0
1,14,3500,95,0
16,10,2500,89,0
2,3,750,22,0
14,6,1500,34,0
2,3,750,21,0
4,8,2000,28,0
23,8,2000,69,0
2,2,500,11,0
2,4,1000,26,0
16,1,250,16,0
14,8,2000,46,0
11,9,2250,33,0
2,44,11000,98,0
21,1,250,21,0
16,1,250,16,0
23,1,250,23,0
16,1,250,16,0
11,2,500,21,0
14,1,250,14,0
4,3,750,16,0
14,3,750,83,0
5,14,3500,86,0
15,16,4000,82,0
2,1,250,2,0
4,1,250,4,0
12,9,2250,60,0
16,4,1000,28,0
4,14,3500,40,0
14,5,1250,14,0
2,1,250,2,0
16,3,750,23,0
4,5,1250,46,0
14,2,500,14,0
7,2,500,16,0
4,2,500,9,0
2,1,250,2,0
2,4,1000,14,0
23,38,9500,98,0
14,4,1000,64,0
2,1,250,2,0
21,16,4000,64,0
21,2,500,23,0
14,16,4000,70,0
23,1,250,23,0
11,4,1000,34,0
2,3,750,35,0
16,2,500,70,0
3,8,2000,50,0
21,3,750,35,0
4,7,1750,52,0
11,24,6000,64,0
23,3,750,39,0
12,11,2750,23,0
14,2,500,14,0
14,3,750,21,0
15,5,1250,33,0
16,1,250,16,0
4,4,1000,4,0
23,1,250,23,0
23,19,4750,62,0
2,1,250,2,0
2,2,500,2,0
23,2,500,28,0
16,4,1000,33,0
2,3,750,52,0
14,2,500,29,0
4,1,250,4,0
2,2,500,23,0
14,2,500,14,0
16,1,250,16,0
5,11,2750,75,0
11,1,250,11,0
21,2,500,41,0
2,2,500,11,0
6,3,750,14,0
14,1,250,14,0
11,4,1000,74,0
11,1,250,11,0
21,1,250,21,0
14,2,500,16,0
4,5,1250,34,0
4,5,1250,58,0
4,3,750,16,0
16,6,1500,81,0
4,6,1500,47,0
11,8,2000,48,0
11,5,1250,35,0
18,2,500,23,0
4,12,3000,88,0
23,14,3500,93,0
11,12,3000,58,0
16,1,250,16,0
14,3,750,79,0
23,8,2000,46,0
2,1,250,2,0
2,1,250,2,0
4,1,250,4,0
14,3,750,28,0
2,6,1500,45,0
11,2,500,25,0
14,8,2000,26,0
14,1,250,14,0
21,1,250,21,0
11,8,2000,46,0
4,1,250,4,0
