6.507,78.09,0.094,3,2,6,6,220.54,498.206,0.346,-0.346,13.62,-0.2,0.0,11.814,29.78,39.59,0.0,15.201,9.589,4.984,0.0,0.0,1.228,1638.163,23.43,9.824,4.369,-4.97,38,5,0,1,0,186,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,2,0,4,0,0,0
-4.183,188.48,0.409,9,5,1,4,182.429,443.145,0.872,-0.872,13.581,-2.875,74.967,17.548,4.9,0.0,25.123,36.166,14.384,0.0,0.0,0.0,2.028,1144.585,22.001,6.644,2.478,-3.21,32,1,3,0,2,170,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1
2.376,100.05,0.381,6,4,7,3,163.844,386.184,0.508,-0.508,11.489,-0.911,6.104,30.347,17.0,17.734,12.133,30.32,4.795,0.0,0.0,0.0,1.671,848.62,19.977,8.079,4.737,-2.77,28,2,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0
3.744,72.83,0.76,5,1,3,5,178.434,414.241,0.393,-0.393,13.109,-0.959,17.12,47.129,6.421,37.677,0.0,14.58,9.589,0.0,0.0,0.0,1.547,844.477,20.594,6.6,2.401,-1.3,30,0,4,1,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1.848,16.13,0.5,2,0,1,2,73.23,162.116,0.299,-0.299,4.137,0.61,0.0,0.0,6.042,0.0,24.95,0.0,9.884,0.0,0.0,0.0,2.195,245.275,7.743,3.233,1.345,-0.89,12,1,0,1,1,64,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
3.071,97.05,0.48,6,3,14,3,202.556,495.234,0.488,-0.488,12.445,-4.423,18.69,30.755,31.495,29.78,6.066,30.531,4.795,0.0,13.171,0.0,1.533,1000.408,26.622,12.123,7.76,-2.98,35,2,0,1,0,192,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0
2.467,41.62,0.188,3,1,0,4,111.932,249.127,0.369,-0.369,6.107,0.25,0.0,6.042,5.96,12.966,22.378,10.634,4.992,0.0,0.0,0.0,1.98,675.199,10.616,3.851,1.477,-2.29,19,2,0,2,0,94,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
-0.308,110.18,0.706,6,3,6,3,156.137,383.151,0.477,-0.477,12.341,-1.119,17.991,40.763,17.871,0.0,16.662,25.33,9.589,4.795,0.0,11.762,1.78,677.309,19.189,6.862,2.913,-1.58,26,0,0,3,2,144,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
4.655,60.44,0.792,4,0,3,4,168.018,386.246,0.451,-0.451,12.791,-0.961,5.601,28.366,36.513,32.104,12.497,4.737,14.384,0.0,0.0,0.0,1.735,766.567,19.849,6.272,2.45,-1.45,28,0,4,0,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
2.467,41.62,0.188,3,1,0,4,111.932,249.127,0.369,-0.369,6.107,0.25,0.0,6.042,5.96,12.966,22.378,10.634,4.992,0.0,0.0,0.0,1.98,675.199,10.616,3.851,1.477,-2.29,19,2,0,2,0,94,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
6.507,78.09,0.094,3,2,6,6,220.54,498.206,0.346,-0.346,13.62,-0.2,0.0,11.814,29.78,39.59,0.0,15.201,9.589,4.984,0.0,0.0,1.228,1638.163,23.43,9.824,4.369,-4.97,38,5,0,1,0,186,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,2,0,4,0,0,0
2.376,100.05,0.381,6,4,7,3,163.844,386.184,0.508,-0.508,11.489,-0.911,6.104,30.347,17.0,17.734,12.133,30.32,4.795,0.0,0.0,0.0,1.671,848.62,19.977,8.079,4.737,-2.77,28,2,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0
0.364,63.32,0.5,2,2,4,0,54.17,129.079,0.481,-0.481,9.93,-0.813,5.969,12.463,6.421,0.0,0.0,10.84,4.795,0.0,0.0,6.579,3.265,111.625,8.17,4.089,5.034,-0.83,9,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.582,103.55,0.368,8,1,6,3,155.709,371.148,0.466,-0.466,12.886,-0.722,17.857,6.104,39.137,0.0,7.11,14.791,0.0,14.218,0.0,0.0,2.256,970.635,18.626,7.222,3.298,-3.16,27,2,0,1,0,142,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0
4.17,162.16,0.31,11,2,11,5,234.551,558.223,0.519,-0.453,13.457,-1.414,17.393,29.515,24.614,28.675,0.0,23.245,0.0,14.573,5.213,10.197,1.479,1707.829,27.717,11.336,5.869,-4.84,41,5,0,0,0,212,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,0,1,2,0,0,0
