1.774,64.43,0.267,5,0,3,3,125.673,303.102,0.461,-0.461,13.468,-0.539,11.787,30.316,11.381,0.0,29.426,9.637,9.362,14.169,0.0,0.0,2.197,769.388,14.246,5.25,2.144,-2.7,22,2,0,1,0,114,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0
2.548,52.58,0.083,4,0,1,3,90.034,216.042,0.49,-0.49,11.173,-0.406,5.626,0.0,16.916,10.772,13.176,13.571,0.0,4.795,0.0,0.0,2.596,720.536,9.029,3.131,1.129,-2.23,16,3,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.59,49.77,0.286,3,1,5,3,147.907,337.168,0.488,-0.488,11.08,-0.826,5.969,6.421,6.607,46.542,0.0,14.743,4.795,0.0,0.0,0.0,2.079,808.539,17.24,7.532,4.09,-2.59,25,2,0,1,0,130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
4.111,80.29,0.304,7,0,4,5,189.935,450.157,0.423,-0.423,13.637,-0.028,0.0,11.949,40.961,24.046,4.797,14.217,4.795,0.0,19.978,0.0,1.406,1268.981,20.509,8.274,3.818,-3.39,32,4,0,1,1,164,1,1,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,2,0,0,0
5.939,50.16,0.273,4,1,5,4,190.053,462.078,0.286,-0.283,13.051,-0.228,0.0,5.907,26.449,42.752,6.421,0.0,10.22,9.691,5.099,0.0,1.8,1072.732,21.192,8.982,4.348,-2.05,30,3,0,1,1,156,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0
0.431,115.06,1.0,2,4,2,0,71.449,243.886,0.373,-0.322,10.238,-5.222,19.007,0.0,0.0,0.0,0.0,19.574,9.13,0.0,0.0,0.0,5.079,210.967,11.88,2.979,2.407,0.88,11,0,0,0,0,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.865,32.78,0.435,3,0,4,6,160.28,362.199,0.444,-0.444,13.221,-0.155,0.0,18.239,12.463,44.46,11.127,4.737,9.8,4.795,0.0,0.0,1.427,814.138,16.816,7.006,3.122,-2.33,27,2,0,4,3,140,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0
0.073,118.05,0.125,6,1,3,2,93.831,238.034,0.433,-0.4,11.061,-0.691,22.746,12.305,0.0,17.29,6.066,4.417,20.226,9.803,5.101,0.0,2.07,519.74,10.796,4.04,2.275,-2.71,17,1,0,1,1,88,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,3,0,0,1,0,1
1.336,81.47,0.111,1,2,3,1,96.869,245.012,0.37,-0.37,11.263,-0.481,5.907,12.38,15.609,0.0,0.0,11.467,4.795,0.0,4.992,0.0,2.901,393.569,11.813,5.0,3.416,-1.26,15,1,0,0,0,80,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0
4.628,82.69,0.292,4,3,8,3,174.259,411.185,0.481,-0.481,13.498,-1.13,24.598,18.28,0.0,27.724,12.133,19.887,4.795,4.39,0.0,0.0,2.076,1053.003,21.742,9.238,4.777,-2.96,30,3,0,0,0,158,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
