5.091,60.69,0.704,3,3,5,4,181.829,412.298,0.393,-0.393,10.227,-0.621,12.208,6.104,41.928,17.567,44.098,15.32,0.0,0.0,0.0,0.0,1.484,743.207,22.049,8.763,4.397,-1.16,30,0,4,0,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.071,97.05,0.48,6,3,14,3,202.556,495.234,0.488,-0.488,12.445,-4.423,18.69,30.755,31.495,29.78,6.066,30.531,4.795,0.0,13.171,0.0,1.533,1000.408,26.622,12.123,7.76,-2.98,35,2,0,1,0,192,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0
5.031,60.45,0.294,4,1,8,3,157.768,402.035,0.489,-0.489,12.555,-2.993,12.519,32.795,12.525,12.842,30.593,14.791,9.779,0.0,8.781,0.0,1.811,796.34,18.665,8.053,4.736,-2.12,26,2,1,0,1,138,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
-2.506,185.65,0.381,9,6,1,4,186.368,464.099,0.86,-0.86,13.531,-2.856,75.47,22.57,4.9,6.066,6.066,36.166,14.384,0.0,0.0,0.0,2.008,1152.699,22.28,7.041,2.605,-2.92,32,1,3,0,2,170,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1
-6.265,303.48,0.455,18,0,17,2,238.83,630.076,0.871,-0.871,12.753,-5.439,78.476,46.731,0.0,22.194,13.847,67.766,19.768,0.0,0.0,0.0,2.351,1275.859,35.178,14.931,11.695,-3.02,42,2,0,0,0,234,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0
5.257,171.22,0.08,10,1,10,4,232.186,586.061,0.493,-0.493,13.806,-1.031,56.454,27.841,28.292,30.332,31.385,14.791,39.512,8.781,0.0,0.0,1.506,1647.239,28.624,11.786,6.442,-5.38,41,3,0,1,1,210,3,2,0,0,2,2,0,0,0,0,0,3,1,0,0,3,0,3,0,0,1
3.675,52.61,0.35,5,1,12,2,153.359,360.185,0.475,-0.475,11.803,-0.47,6.675,6.607,32.308,16.814,0.0,19.527,0.0,9.374,0.0,0.0,1.677,645.111,19.879,12.001,7.63,-2.44,26,2,0,0,0,140,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
3.129,39.82,0.333,4,0,2,4,128.938,293.153,0.347,-0.347,13.035,0.047,0.0,11.701,0.0,41.677,5.694,9.134,4.795,4.984,0.0,0.0,1.768,871.72,13.313,4.834,1.832,-2.36,22,3,1,0,0,112,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,0,1,0,0,0
3.129,39.82,0.333,4,0,2,4,128.938,293.153,0.347,-0.347,13.035,0.047,0.0,11.701,0.0,41.677,5.694,9.134,4.795,4.984,0.0,0.0,1.768,871.72,13.313,4.834,1.832,-2.36,22,3,1,0,0,112,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,0,1,0,0,0
2.642,63.4,0.067,2,1,1,3,110.0,252.09,0.351,-0.351,12.258,-0.588,6.031,12.204,16.938,5.563,4.9,5.734,9.694,4.795,0.0,0.0,2.316,679.351,11.469,4.242,1.775,-2.62,19,2,0,1,0,94,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,1
