5.511,81.0,0.406,4,3,10,4,219.953,501.288,0.481,-0.481,12.056,-1.008,23.089,5.918,6.421,61.151,0.0,20.219,4.795,0.0,0.0,0.0,1.311,1096.925,27.056,11.595,5.955,-2.99,37,3,0,1,1,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
1.519,72.72,0.5,4,4,4,1,95.554,225.136,0.508,-0.508,9.848,-0.753,6.104,17.038,12.108,0.0,18.199,20.636,0.0,0.0,0.0,0.0,2.691,337.522,12.808,4.719,4.082,-1.26,16,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.943,29.95,0.429,5,1,6,4,170.261,403.149,0.395,-0.395,9.078,0.258,0.0,6.607,0.0,57.257,21.166,14.906,4.9,0.0,0.0,0.0,1.41,779.772,19.093,8.842,4.438,-1.24,27,2,0,2,1,144,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1
0.5,138.53,1.0,4,5,9,0,112.316,319.095,0.369,-0.367,11.106,-5.331,26.696,6.545,6.545,19.262,0.0,29.58,9.13,0.0,0.0,0.0,4.633,341.58,19.22,7.292,5.614,0.22,19,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.126,100.9,0.72,6,2,5,4,193.585,464.197,0.45,-0.45,13.232,-1.506,45.769,36.379,19.262,5.573,6.076,14.95,14.384,0.0,0.0,11.601,1.85,925.393,23.651,7.506,2.691,-1.5,32,0,4,0,3,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
-0.455,90.37,0.5,7,2,2,2,94.232,247.043,0.393,-0.393,13.133,-0.763,28.989,6.607,5.753,10.764,11.762,15.577,4.567,9.185,4.984,11.762,2.281,452.645,11.368,4.399,2.036,-1.12,16,1,0,1,1,88,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
-0.196,54.37,1.0,3,2,2,0,47.888,141.976,0.286,-0.286,9.738,-3.751,10.118,11.506,0.0,0.0,0.0,0.0,4.553,0.0,21.047,0.0,3.602,123.87,7.26,2.539,6.26,0.26,7,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.455,90.37,0.5,7,2,2,2,94.232,247.043,0.393,-0.393,13.133,-0.763,28.989,6.607,5.753,10.764,11.762,15.577,4.567,9.185,4.984,11.762,2.281,452.645,11.368,4.399,2.036,-1.12,16,1,0,1,1,88,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
2.014,138.44,0.565,11,4,10,5,209.638,522.186,0.394,-0.394,13.708,-1.155,35.988,31.594,27.702,24.661,22.51,25.373,0.0,23.431,0.0,5.099,1.425,1232.777,25.21,10.5,4.896,-2.45,36,3,2,0,2,194,1,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0
2.527,38.33,0.267,2,1,5,2,106.763,243.126,0.497,-0.497,10.867,0.007,0.0,5.907,6.545,12.17,23.26,10.054,4.795,0.0,0.0,0.0,2.279,563.422,12.428,5.537,2.8,-2.03,18,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0
-6.251,339.51,0.917,16,9,10,2,201.432,594.982,0.479,-0.479,11.347,-5.466,105.028,0.0,0.0,0.0,4.722,39.743,13.658,13.161,29.975,0.0,2.462,1104.764,31.02,11.271,8.41,-1.2,36,0,0,2,2,212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.297,119.31,0.5,8,3,2,3,112.355,285.063,0.394,-0.394,9.737,-0.734,18.436,17.708,17.585,0.0,6.327,20.684,4.567,4.984,9.968,0.0,2.023,618.476,12.549,4.566,2.02,-1.48,19,2,0,1,1,102,1,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,1
1.867,115.57,0.368,7,1,5,4,185.41,468.019,0.548,-0.548,13.051,-1.321,39.988,17.018,15.609,0.0,16.662,24.641,9.589,0.0,0.0,11.762,1.623,1065.867,21.019,7.177,3.07,-2.23,30,2,0,2,2,158,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,1,0,0,0
