63,retired,married,,no,1849,no,no,cellular,1,sep,109,2,-1,0,,no
35,management,married,tertiary,no,12256,yes,no,cellular,19,nov,308,4,-1,0,,no
29,admin.,married,secondary,no,792,yes,no,cellular,14,may,374,2,-1,0,,no
25,technician,single,secondary,no,9154,yes,no,telephone,4,may,40,5,-1,0,,no
33,technician,single,tertiary,no,340,no,no,cellular,8,aug,348,2,-1,0,,no
28,self-employed,single,secondary,no,131,yes,no,,23,may,407,14,-1,0,,no
42,admin.,divorced,secondary,no,435,yes,no,,30,may,148,1,-1,0,,no
37,management,married,tertiary,no,0,yes,no,cellular,6,may,149,1,13,12,success,no
56,management,married,tertiary,no,502,no,no,cellular,21,aug,321,2,-1,0,,no
20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
27,student,single,secondary,no,1423,no,no,,29,jun,8,1,-1,0,,no
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
32,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,,no
28,blue-collar,married,primary,no,0,yes,yes,,17,jun,273,27,-1,0,,no
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293,20,-1,0,,no
24,student,single,,no,0,no,no,cellular,4,may,90,2,-1,0,,no
47,admin.,married,secondary,no,175,yes,no,cellular,15,may,236,4,262,7,failure,no
32,student,single,secondary,no,14,no,no,cellular,19,aug,144,3,136,1,other,no
34,management,single,tertiary,no,3679,yes,no,cellular,21,nov,146,1,101,1,failure,no
54,blue-collar,married,primary,no,0,yes,no,cellular,12,may,77,4,341,2,failure,no
37,blue-collar,single,primary,no,554,yes,no,cellular,30,jul,74,3,-1,0,,no
37,admin.,single,secondary,no,465,yes,yes,cellular,6,may,116,1,-1,0,,no
32,admin.,single,tertiary,no,395,yes,no,,6,may,241,3,-1,0,,no
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other,no
52,management,single,tertiary,no,269,no,yes,cellular,22,jul,86,1,-1,0,,no
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,,no
33,blue-collar,married,primary,no,463,yes,no,,23,may,230,1,-1,0,,no
45,technician,divorced,,yes,-25,no,yes,,3,jul,158,3,-1,0,,no
37,management,married,tertiary,no,0,yes,no,telephone,28,jul,62,8,-1,0,,no
47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,2,-1,0,,yes
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,,no
36,blue-collar,divorced,primary,no,0,no,no,cellular,14,may,543,2,-1,0,,no
54,admin.,single,secondary,no,1178,yes,no,telephone,3,feb,41,6,264,2,failure,no
51,services,married,tertiary,no,0,no,no,cellular,7,aug,297,8,-1,0,,no
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,,no
46,services,married,secondary,no,250,no,no,cellular,18,aug,166,6,-1,0,,no
39,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,,no
38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,,no
31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,,no
26,student,single,secondary,no,316,no,no,cellular,18,oct,375,2,-1,0,,no
35,technician,married,secondary,no,0,no,no,cellular,11,jul,271,2,-1,0,,no
46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,-1,0,,yes
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
41,blue-collar,married,primary,no,1461,yes,no,cellular,18,nov,290,1,165,2,success,no
52,admin.,married,secondary,no,0,no,yes,telephone,9,jul,60,1,-1,0,,no
34,management,single,secondary,no,31,yes,no,,20,may,20,14,-1,0,,no
25,blue-collar,single,primary,no,155,yes,no,,30,may,85,4,-1,0,,no
52,blue-collar,single,primary,no,3421,no,no,,20,jun,212,8,-1,0,,no
42,technician,married,secondary,no,5455,no,no,cellular,11,aug,149,4,-1,0,,no
31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008,2,-1,0,,yes
54,management,single,tertiary,no,2081,no,no,cellular,1,oct,395,2,108,1,failure,no
40,self-employed,married,secondary,yes,-754,yes,yes,,3,jun,941,3,-1,0,,yes
32,admin.,single,tertiary,no,3816,yes,no,cellular,21,nov,53,3,-1,0,,no
50,technician,divorced,secondary,no,0,no,no,cellular,13,aug,114,2,-1,0,,no
47,blue-collar,single,secondary,yes,-380,no,no,cellular,9,jul,399,17,-1,0,,no
38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,,yes
30,blue-collar,married,secondary,no,393,yes,no,cellular,17,apr,1034,2,-1,0,,no
31,technician,single,secondary,no,1447,yes,no,cellular,21,nov,225,2,95,13,other,no
47,technician,married,secondary,no,0,no,no,cellular,19,aug,203,2,-1,0,,no
