0.7,0.53,1.0,0.5,0.56,0.57,0.19,omL
0.76,0.71,0.48,0.5,0.5,0.71,0.75,imU
0.73,0.52,1.0,0.5,0.6,0.56,0.08,omL
0.65,0.8,0.5,0.5,0.59,0.42,0.43,om
0.74,0.5,1.0,1.0,0.4,0.47,0.3,imL
0.74,0.48,1.0,0.5,0.42,0.73,0.3,imL
0.78,0.68,0.48,0.5,0.83,0.4,0.29,om
0.67,0.63,0.48,0.5,0.62,0.71,0.75,imU
0.24,0.43,0.48,0.5,0.54,0.52,0.59,cp
0.63,0.51,0.48,0.5,0.54,0.76,0.5,imS
0.71,0.4,1.0,0.7,0.45,0.52,0.52,imL
0.63,0.8,0.48,0.5,0.46,0.31,0.29,pp
0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
0.44,0.38,0.49,0.5,0.55,0.67,0.76,im
0.55,0.62,0.54,0.5,0.82,0.39,0.43,om
0.69,0.53,0.48,0.5,0.53,0.64,0.55,imS
0.65,0.49,0.48,0.5,0.54,0.65,0.79,imS
0.46,0.48,0.49,0.5,0.45,0.89,0.72,im
0.54,0.56,0.49,0.5,0.53,0.79,0.8,im
0.7,0.39,1.0,0.8,0.41,0.62,0.38,imL
0.62,0.84,0.5,0.5,0.88,0.58,0.3,om
0.69,0.5,0.48,0.5,0.54,0.76,0.79,imS
0.61,0.62,0.52,0.5,0.8,0.48,0.34,om
0.79,0.65,0.48,0.5,0.64,0.55,0.67,imU
0.73,0.67,0.48,0.5,0.54,0.38,0.49,pp
0.6,0.37,0.49,0.5,0.74,0.76,0.86,im
0.47,0.51,0.48,0.5,0.63,0.53,0.75,imU
0.73,0.39,1.0,0.8,0.41,0.62,0.5,imL
0.44,0.51,0.48,0.5,0.47,0.26,0.36,cp
0.31,0.47,0.48,0.5,0.29,0.28,0.39,cp
0.75,0.48,1.0,1.0,0.41,0.47,0.3,imL
0.4,0.29,0.48,0.5,0.42,0.35,0.44,cp
0.61,0.85,0.51,0.5,0.71,0.51,0.24,om
0.74,0.53,1.0,0.8,0.44,0.63,0.3,imL
0.67,0.53,0.48,0.5,0.72,1.0,0.95,im
0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
0.76,0.73,0.48,0.5,0.44,0.39,0.39,pp
0.65,0.84,0.51,0.5,0.76,0.55,0.19,om
0.73,0.55,1.0,0.5,0.66,0.57,0.36,omL
0.82,0.51,0.48,0.5,0.53,0.69,0.79,imS
0.41,0.48,0.48,0.5,0.51,0.44,0.51,cp
0.36,0.56,0.48,0.5,0.43,0.45,0.53,cp
0.73,0.55,1.0,0.8,0.4,0.47,0.33,imL
0.29,0.47,0.48,0.5,0.41,0.23,0.34,cp
0.61,0.83,0.48,0.5,0.44,0.37,0.44,pp
0.75,0.39,1.0,1.0,0.43,0.47,0.3,imL
0.65,0.76,0.49,0.5,0.78,0.54,0.23,om
0.57,0.79,0.51,0.5,0.76,0.56,0.3,om
0.57,0.71,0.48,0.5,0.81,0.52,0.34,om
0.69,0.72,0.48,0.5,0.43,0.32,0.44,pp
0.69,0.57,1.0,0.5,0.53,0.58,0.22,omL
0.65,0.49,0.48,0.5,0.54,0.74,0.52,imS
0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
0.67,0.39,0.48,0.5,0.36,0.38,0.46,cp
0.76,0.53,0.48,0.5,0.53,0.63,0.57,imS
0.71,0.54,1.0,0.5,0.58,0.55,0.29,omL
0.74,0.78,0.48,0.5,0.75,0.54,0.15,om
0.24,0.34,0.48,0.5,0.38,0.3,0.4,cp
0.57,0.54,0.48,0.5,0.37,0.28,0.33,cp
0.67,0.52,0.48,0.5,0.53,0.74,0.57,imS
0.55,0.83,0.49,0.5,0.84,0.57,0.37,om
0.76,0.5,0.48,0.5,0.54,0.76,0.59,imS
0.7,0.44,1.0,1.0,0.5,0.47,0.58,imL
0.72,0.39,1.0,0.8,0.4,0.72,0.61,imL
0.36,0.41,0.48,0.5,0.48,0.47,0.54,cp
0.66,0.55,0.49,0.5,0.65,0.66,0.58,im
0.66,0.52,1.0,0.5,0.64,0.56,0.3,omL
0.81,0.63,0.48,0.5,0.6,0.93,0.89,im
0.47,0.46,0.48,0.5,0.62,0.74,0.77,imU
0.45,0.5,0.48,0.5,0.38,0.87,0.77,im
0.68,0.79,0.52,0.5,0.88,0.5,0.35,om
0.63,0.47,0.48,0.5,0.51,0.82,0.84,im
0.75,0.81,0.48,0.5,0.53,0.28,0.38,pp
0.7,0.49,1.0,0.6,0.4,0.64,0.52,imL
0.88,0.53,0.48,0.5,0.73,0.76,0.52,imU
0.25,0.51,0.48,0.5,0.37,0.42,0.5,cp
0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
0.29,0.39,0.48,0.5,0.52,0.4,0.48,pp
0.89,0.62,0.49,0.5,0.66,0.85,0.92,im
