I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14
M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9
F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10
M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9
M,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9
F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9
M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8
F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
M,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9
I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11
I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8
F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7
M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
