M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
M,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9
M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
F,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5
M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10
F,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6
I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
I,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23
I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9
M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8
I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7
M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15
F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
F,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14
I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5
I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
