F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
M,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12
M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12
I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8
M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8
I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11
M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9
F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7
F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7
I,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8
F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7
I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7
M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
I,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7
M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
M,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11
I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
