F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9
I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11
M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
I,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,7
F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10
M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
