I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6
I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8
I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6
I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13
M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8
I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8
F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7
M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10
I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7
I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6
I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
