I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6
I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8
I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8
M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9
M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
F,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7
M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
M,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8
I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6
I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6
I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8
F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
