M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16
I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8
I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8
F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
M,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7
I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9
I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8
I,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,9
M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9
F,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15
I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6
M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9
M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
F,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10
I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
M,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9
M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14
M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
M,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
