I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
I,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8
M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8
I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11
I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8
I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7
M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
