I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8
I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6
M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10
I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8
I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10
F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8
I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
I,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8
F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10
F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7
M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
F,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4
M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
M,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
