M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7
I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11
M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10
F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
