I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11
I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7
F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
I,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9
F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
M,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8
I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8
F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13
M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11
M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
M,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7
I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
F,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
M,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
M,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8
I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13
I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7
F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
I,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6
I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
M,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11
M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
I,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7
F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
M,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15
F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8
F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
M,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8
M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10
I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6
F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13
I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
I,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
M,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10
I,0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8
M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
