8.43,0.094,0.22,1.82,0.03,53.0,32.1,1.0032,3.72,0.6,10.26544271,7
8.9,0.455,0.0,1.08,0.134,10.9,49.0,0.99771,3.23,0.72,8.4,4
6.5,0.717,0.12,0.71,0.135,9.8,272.0,0.99854,3.1,0.71,9.83,4
7.3,0.17,0.13,1.32,0.022,3.0,152.8,0.9932,2.87,0.86,9.32,3
8.0,0.08,0.21,2.68,0.05,43.1,131.6,0.99651,2.84,0.95,10.65178714,7
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5
7.4,0.723,0.57,5.68,0.043,11.3,440.0,0.99506,3.14,0.6,8.0,3
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,5
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6
7.8,0.22,0.04,0.7,0.046,47.4,104.6,0.9914,2.87,0.81,9.15,4
3.9,0.428,0.38,6.34,0.041,27.0,79.8,0.99406,3.62,0.99,13.5,8
7.6,0.24,0.49,2.4,0.031,24.0,95.0,0.99355,3.39,0.39,12.7,9
7.9,0.247,0.03,14.8,0.019,3.0,91.6,0.99568,2.88,0.84,11.0,8
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8
8.5,0.519,0.49,8.64,0.034,8.2,84.3,0.99411,2.95,0.57,8.0,3
9.1,0.3,0.46,4.1,0.033,30.0,85.0,0.99136,3.41,0.36,11.5,9
6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1,6
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,5
8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,7
8.1,0.3,0.49,3.5,0.029,24.0,85.0,0.99067,3.34,0.42,10.4,9
6.7,0.312,0.0,0.7,0.102,54.9,156.8,0.9956,3.13,0.59,10.67,4
8.5,0.35,0.35,2.1,0.02,35.0,95.0,0.98965,3.41,0.36,12.0,9
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7
5.3,0.929,0.64,7.57,0.154,3.0,243.5,0.9911,3.15,0.6,9.91,3
10.6,0.604,0.19,0.7,0.065,16.4,232.2,0.99818,3.35,0.82,9.63,4
8.7,0.183,0.02,1.32,0.08,11.6,141.7,0.99988,3.29,0.42,9.15,4
11.1,0.32,0.56,3.44,0.167,49.6,135.0,0.99298,3.1,0.86,10.09,3
5.5,0.142,0.03,3.75,0.014,18.0,70.5,0.99281,3.33,0.63,9.3,8
8.64,0.51,0.11,2.76,0.071,8.8,130.6,0.993986,3.18,0.6,10.24763254,5
8.5,0.71,0.47,5.9,0.071,3.0,220.7,0.9979,2.87,0.56,10.21,3
8.1,0.24,0.41,2.7,0.033,28.0,113.0,0.99023,3.27,0.41,11.5,9
8.2,0.338,0.46,16.2,0.172,3.0,111.0,0.9911,3.1,0.57,9.74,3
8.37,0.214,0.33,0.9,0.032,63.1,53.7,0.9974,3.13,0.34,10.3376361,7
8.5,0.29,0.39,2.9,0.035,24.0,90.0,0.9942,3.2,0.36,11.6,9
8.9,0.436,0.49,3.94,0.022,3.0,162.6,0.99634,2.92,0.83,8.0,3
8.3,0.29,0.48,5.4,0.035,24.0,118.0,0.98965,3.33,0.48,12.2,9
9.3,0.32,0.57,2.0,0.074,27.0,65.0,0.9969,3.28,0.79,10.7,5
5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,6
4.2,0.17,0.66,5.53,0.036,3.0,277.9,0.99895,3.63,0.65,10.95,3
7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,0.66,11.2,7
7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,6
9.1,0.33,0.39,6.0,0.032,24.0,101.0,0.98965,3.3,0.36,12.9,9
7.16,0.235,0.22,1.25,0.012,50.4,113.6,0.99654,2.84,0.62,11.98891729,7
6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47,9.5,6
5.6,0.643,0.03,5.57,0.052,37.0,106.9,0.98835,3.5,0.41,12.2,8
4.8,0.199,0.0,7.75,0.035,32.1,186.4,0.9911,3.37,0.75,8.0,3
7.51,0.149,0.27,0.9,0.036,22.9,165.5,0.99601,3.36,0.22,10.12669782,7
7.2,0.802,0.0,1.91,0.092,40.2,72.6,0.99218,2.86,0.42,8.4,4
7.3,0.3,0.49,3.7,0.032,24.0,139.0,0.99086,3.32,0.44,11.2,9
7.2,0.267,0.41,14.8,0.067,17.0,72.9,0.99422,3.43,0.42,11.7,8
5.7,0.418,0.57,4.2,0.022,31.2,201.4,0.99514,3.17,0.68,8.66,3
8.0,0.141,0.12,2.65,0.034,3.0,101.5,0.98912,3.01,0.25,11.3,8
8.05,0.089,0.43,10.9,0.037,49.0,173.5,0.99546,3.27,0.58,11.82502414,7
6.4,0.249,0.66,2.01,0.05,41.8,440.0,0.99927,3.11,0.76,9.5,3
9.1,0.3,0.49,5.7,0.035,31.0,85.0,0.99044,3.29,0.43,10.9,9
7.42,0.31,0.41,1.99,0.032,63.9,101.4,1.0032,3.19,0.25,11.69400561,7
8.2,0.24,0.43,8.5,0.019,45.0,85.0,0.99254,3.36,0.37,11.5,9
7.9,0.274,0.52,8.15,0.076,7.0,12.0,0.99235,3.19,0.36,10.7,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
7.8,0.32,0.4,10.6,0.022,57.0,123.0,0.99304,3.28,0.36,12.3,9
9.1,0.24,0.49,3.8,0.024,26.0,104.0,0.98965,3.4,0.6,12.2,9
6.8,0.461,0.51,16.2,0.06,3.0,285.8,0.99273,2.95,0.72,8.0,3
6.8,0.173,0.43,1.64,0.031,60.9,210.3,0.99659,3.04,0.31,9.82526543,7
6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6
6.29,0.231,0.44,8.29,0.037,14.8,44.3,0.99525,3.39,0.78,9.82613046,7
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5
7.3,0.315,0.26,6.71,0.024,22.0,12.0,0.99883,3.61,0.27,13.3,8
6.7,0.895,0.17,5.65,0.107,3.0,106.2,0.99719,3.31,0.63,9.29,4
7.5,0.27,0.49,5.6,0.035,24.0,130.0,0.99197,3.38,0.37,10.4,9
11.7,0.239,0.41,0.7,0.1,18.8,143.2,0.99057,3.1,0.54,8.69,4
7.3,0.28,0.48,10.6,0.032,34.0,106.0,0.99215,3.3,0.46,10.4,9
5.6,0.234,0.34,14.8,0.037,3.0,112.7,0.98951,3.34,0.6,10.3,8
8.5,0.24,0.35,2.1,0.035,24.0,121.0,0.98982,3.4,0.44,12.4,9
7.61,0.178,0.0,15.62,0.045,2.0,6.0,0.99162,3.19,0.68,9.698118125,5
7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5
7.9,0.522,0.03,2.01,0.068,16.0,179.5,0.98713,3.72,0.52,12.3,8
8.2,0.313,0.38,11.16,0.044,18.0,150.6,0.99144,3.1,0.29,8.5,8
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5
6.6,0.17,0.38,9.23,0.105,3.0,240.7,0.9992,3.13,0.76,10.28,3
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5
8.6,0.36,0.26,11.1,0.03,43.5,171.0,0.9948,3.03,0.49,12.0,5
7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.99596,3.28,0.57,10.4,6
7.0,0.36,0.45,1.6,0.035,24.0,121.0,0.99392,3.34,0.55,11.8,9
8.2,0.33,0.49,3.3,0.026,43.0,103.0,0.98965,3.41,0.42,11.6,9
6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,6
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5
6.2,0.17,0.28,4.7,0.037,39.0,133.0,0.9931,3.41,0.46,10.8,7
6.3,0.26,0.25,7.8,0.058,44.0,166.0,0.9961,3.24,0.41,9.0,5
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6
