7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,6
6.7,0.452,0.0,3.12,0.084,40.6,83.2,0.99765,3.03,0.28,9.3,4
7.38,0.369,0.42,17.12,0.129,13.3,200.7,0.992516,3.22,0.84,10.419194886,5
9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,4
10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,6
11.7,0.377,0.07,0.7,0.136,16.2,220.9,0.99688,3.12,0.44,9.89,4
8.6,0.33,0.39,3.4,0.026,26.0,139.0,0.99528,3.4,0.39,11.7,9
8.7,0.29,0.43,2.2,0.03,26.0,85.0,0.98965,3.33,0.38,11.7,9
8.8,0.28,0.4,4.4,0.03,25.0,90.0,0.98965,3.24,0.46,12.6,9
7.2,0.36,0.49,3.8,0.023,24.0,96.0,0.98965,3.37,0.36,11.2,9
8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,7
6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5
8.8,0.29,0.44,5.6,0.032,24.0,106.0,0.98965,3.41,0.52,11.4,9
7.58,0.188,0.26,2.58,0.02,17.9,101.7,0.99422,3.03,0.61,9.51693964,7
7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,4
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7
12.3,0.288,0.6,0.7,0.082,10.8,87.8,0.9892,3.22,0.71,9.66,4
6.8,0.403,0.66,14.06,0.14,3.0,225.6,0.99564,3.15,0.73,9.76,3
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6
6.9,0.25,0.49,5.8,0.034,24.0,120.0,0.98965,3.23,0.46,11.8,9
8.3,0.189,0.47,12.22,0.049,50.8,68.0,0.99047,3.08,0.39,12.38354534,7
6.8,0.2,0.36,1.6,0.028,7.0,46.0,0.99175,3.21,0.6,10.9,6
6.5,0.409,0.22,8.9,0.05,55.0,76.5,0.99634,3.31,0.33,12.8,8
4.8,0.462,0.43,4.21,0.044,14.4,126.1,0.9953,2.92,0.53,10.89,4
6.2,0.35,0.29,7.3,0.044,56.0,244.0,0.9956,3.36,0.55,10.0,6
