32279.0,646.556,218.1816038,188.5531418,1.15713587,0.503143726,32623.0,202.7286345,0.790183599,0.989455292,0.970325944,0.929173821,0.006759243,0.00310789,0.86336399,0.999029442,
45397.0,813.207,304.1759816,190.7831176,1.594354811,0.778847805,46010.0,240.4189169,0.72645661,0.986676809,0.862650347,0.790394152,0.006700354,0.001613067,0.624722915,0.996029985,
,,,,,,,,,,,,,,,,DERMASON
,,,,,,,,,,,,,,,,CALI
,,,,,,,,,,,,,,,,BOMBAY
,,,,,,,,,,,,,,,,SEKER
31720.0,660.858,247.9994942,163.2366092,1.519263941,0.752831336,32056.0,200.9655651,0.697909791,0.989518343,0.912697244,0.810346673,0.007818395,0.002079605,0.656661731,0.997642489,
65561.0,1019.868,430.7485527,195.0269262,2.208661959,0.891630997,66135.0,288.9201582,0.761345689,0.991320783,0.792077182,0.670739707,0.006570195,0.000820303,0.449891755,0.993658805,
,,,,,,,,,,,,,,,,CALI
,,,,,,,,,,,,,,,,CALI
37809.0,730.232,267.8432046,180.3682622,1.484979682,0.739269318,38291.0,219.4080991,0.791099115,0.987412186,0.89101155,0.819166196,0.007084112,0.001967675,0.671033257,0.996470753,
30306.0,649.051,241.220188,160.4852418,1.503067729,0.746570765,30694.0,196.4352251,0.762530193,0.987359093,0.904025823,0.814339905,0.007959486,0.002159174,0.663149481,0.996758585,
214138.0,1763.646,653.1324411,422.1838463,1.547033234,0.762999966,217249.0,522.157993,0.800456041,0.985680026,0.865128802,0.799467244,0.003050054,0.000768582,0.639147875,0.988783004,
35364.0,704.877,250.3931155,180.7492501,1.385306524,0.692037136,35831.0,212.1952951,0.714944202,0.986966593,0.894426311,0.8474486,0.007080452,0.002252653,0.718169129,0.99488438,
,,,,,,,,,,,,,,,,HOROZ
,,,,,,,,,,,,,,,,SEKER
,,,,,,,,,,,,,,,,DERMASON
,,,,,,,,,,,,,,,,DERMASON
34774.0,677.726,228.5222155,193.96029,1.178190729,0.528779858,35139.0,210.4177557,0.780561167,0.989612681,0.951384824,0.920775931,0.00657164,0.002913865,0.847828315,0.998903461,
29495.0,631.626,227.8184094,165.4037898,1.377346974,0.687659366,29906.0,193.7890615,0.784775436,0.986256938,0.929048244,0.850629508,0.007723967,0.002494491,0.72357056,0.996607721,
76682.0,1047.949,400.5993106,245.2582862,1.633377273,0.790680942,77378.0,312.4652857,0.734431568,0.991005195,0.877451257,0.779994567,0.005224164,0.001192787,0.608391524,0.993732888,
,,,,,,,,,,,,,,,,HOROZ
,,,,,,,,,,,,,,,,SIRA
38947.0,720.254,259.5277049,191.4601745,1.355517959,0.67510093,39327.0,222.6855643,0.737632576,0.990337427,0.943436158,0.858041589,0.006663612,0.002228039,0.736235369,0.997980264,
,,,,,,,,,,,,,,,,SEKER
,,,,,,,,,,,,,,,,SIRA
,,,,,,,,,,,,,,,,SIRA
,,,,,,,,,,,,,,,,BARBUNYA
64492.0,999.141,389.7986798,216.4386871,1.80096583,0.831678409,66228.0,286.5549942,0.644958698,0.973787522,0.811824489,0.735135877,0.00604414,0.001088892,0.540424757,0.973286522,
,,,,,,,,,,,,,,,,HOROZ
67922.0,1003.522,388.2469891,224.6437061,1.728278953,0.815604146,68623.0,294.0764805,0.676884748,0.989784766,0.847552353,0.757446905,0.005716071,0.00116061,0.573725814,0.99155825,
80384.0,1072.144,407.6730682,251.320718,1.622122806,0.787373592,80950.0,319.9188765,0.78567519,0.99300803,0.878765986,0.784743711,0.00507157,0.001186407,0.615822692,0.998940033,
48239.0,830.258,315.7339546,195.3353003,1.616369156,0.785650525,48756.0,247.8301886,0.816364867,0.989396177,0.879391012,0.784933597,0.006545201,0.00153262,0.616120752,0.995878579,
40485.0,803.073,334.3901428,156.0020136,2.143498888,0.884506984,41117.0,227.0398709,0.598447894,0.984629229,0.788849143,0.678966996,0.008259606,0.001082764,0.460996182,0.988144804,
