,,,,,,,,,,,,,,,,DERMASON
,,,,,,,,,,,,,,,,HOROZ
75105.0,1036.857,403.7932063,238.2844373,1.694584887,0.807319181,76074.0,309.2355995,0.749311597,0.987262402,0.877891788,0.765826653,0.005376382,0.001140754,0.586490462,0.993857873,
,,,,,,,,,,,,,,,,SIRA
,,,,,,,,,,,,,,,,SIRA
,,,,,,,,,,,,,,,,DERMASON
,,,,,,,,,,,,,,,,SEKER
,,,,,,,,,,,,,,,,BOMBAY
,,,,,,,,,,,,,,,,SEKER
,,,,,,,,,,,,,,,,CALI
,,,,,,,,,,,,,,,,HOROZ
38222.0,701.048,241.2438759,201.8755265,1.195012987,0.547491889,38491.0,220.6031774,0.792330017,0.993011353,0.977299694,0.914440528,0.00631165,0.002722353,0.83620148,0.999271629,
201491.0,1671.7,610.8914983,421.5739849,1.449073046,0.723717519,203393.0,506.504007,0.796800791,0.990648646,0.906043046,0.829122698,0.003031855,0.000883819,0.687444448,0.99615722,
35704.0,700.94,261.7285307,174.0866471,1.503438289,0.746716864,36110.0,213.2129093,0.762124317,0.988756577,0.913198205,0.814633807,0.00733051,0.001991424,0.663628239,0.997724104,
,,,,,,,,,,,,,,,,DERMASON
47482.0,877.165,369.2996106,165.1113681,2.236669799,0.894487347,48071.0,245.8779373,0.830308117,0.98774729,0.775490137,0.665795279,0.007777676,0.000942741,0.443283354,0.99147849,
,,,,,,,,,,,,,,,,DERMASON
34385.0,724.415,255.490441,172.2020332,1.483666809,0.738726074,35199.0,209.2375247,0.770618557,0.976874343,0.823387034,0.8189642,0.007430288,0.002061793,0.670702361,0.995098832,
42218.0,741.094,249.391578,215.7686594,1.155828556,0.501461059,42547.0,231.8482847,0.77420183,0.992267375,0.965963964,0.92965563,0.005907233,0.002721776,0.864259591,0.998935915,
41412.0,758.764,290.7228801,182.0379882,1.597045116,0.779697492,41924.0,229.6244674,0.788094468,0.987787425,0.903904679,0.789839683,0.007020257,0.001685344,0.623846725,0.996311365,
82203.0,1109.738,432.6553803,245.002325,1.76592357,0.824215736,83666.0,323.5183307,0.815036983,0.982513805,0.838796513,0.747750624,0.005263255,0.001014989,0.559130996,0.987382604,
,,,,,,,,,,,,,,,,SEKER
22461.0,544.584,192.8013032,148.5411365,1.29796572,0.637516899,22699.0,169.1101222,0.77473096,0.989514957,0.951720002,0.877121261,0.008583825,0.003134001,0.769341707,0.998579162,
38246.0,745.217,297.3985416,164.8818847,1.803706588,0.832241089,38653.0,220.6724261,0.816332629,0.989470416,0.865426875,0.742009106,0.007775938,0.001454017,0.550577514,0.993080289,
,,,,,,,,,,,,,,,,CALI
,,,,,,,,,,,,,,,,DERMASON
43255.0,775.342,295.9427576,186.4394666,1.587339649,0.776607387,43605.0,234.6784534,0.702191558,0.991973398,0.904189709,0.792985966,0.006841816,0.001668834,0.628826742,0.99816162,
29652.0,637.766,234.7056284,161.3935243,1.454244397,0.726049607,30044.0,194.3041404,0.736238361,0.98695247,0.916096302,0.827863148,0.007915339,0.002293419,0.685357392,0.996677148,
39861.0,758.014,277.8342398,183.7648954,1.511900514,0.750016444,40324.0,225.2833804,0.681151743,0.988518004,0.871773373,0.810855352,0.006970077,0.001858621,0.657486402,0.99405403,
48717.0,821.827,301.7234704,206.2969016,1.462569084,0.729736592,49161.0,249.0550359,0.707931295,0.990968451,0.90642023,0.825441374,0.006193392,0.00177359,0.681353462,0.996526508,
,,,,,,,,,,,,,,,,SEKER
,,,,,,,,,,,,,,,,HOROZ
47389.0,809.933,299.2201545,202.106707,1.480505813,0.737410523,47888.0,245.6370265,0.732849808,0.989579853,0.907797996,0.820924068,0.006314127,0.001768907,0.673916326,0.997737038,
,,,,,,,,,,,,,,,,SEKER
48975.0,840.161,315.7985074,198.3415097,1.592195743,0.778162107,49664.0,249.7136494,0.716008772,0.986126772,0.871885134,0.790737269,0.006448157,0.00155505,0.625265429,0.995544955,
47209.0,832.896,317.6324832,190.1410298,1.670509955,0.801033442,47820.0,245.170075,0.757513519,0.987222919,0.85517129,0.771867136,0.006728219,0.001473161,0.595778875,0.995254542,
,,,,,,,,,,,,,,,,SEKER
166265.0,1527.732,568.5672845,374.0466381,1.52004383,0.753126467,167521.0,460.1034372,0.75575,0.992502433,0.895192324,0.809233049,0.003419645,0.000904597,0.654858127,0.995413056,
,,,,,,,,,,,,,,,,CALI
52467.0,868.011,333.0600242,200.904464,1.657803005,0.797583936,53019.0,258.4628778,0.787083708,0.989588638,0.87507573,0.776024918,0.006347991,0.001420099,0.602214673,0.998353294,
39309.0,732.876,272.4482733,184.388709,1.477575687,0.736181388,39628.0,223.7180665,0.703781287,0.991950136,0.919688721,0.821139601,0.006930939,0.001943747,0.674270245,0.99628532,
30183.0,644.251,245.6464378,156.7856386,1.566766191,0.769823087,30460.0,196.0361935,0.698680556,0.990906106,0.913822959,0.798042077,0.008138569,0.00203625,0.636871157,0.997828197,
43188.0,790.801,294.9917288,187.3927038,1.574190045,0.772308778,43721.0,234.49663,0.738004101,0.987809062,0.867837749,0.794926118,0.00683041,0.001682417,0.631907534,0.994742549,
41884.0,748.149,267.7978082,199.3749602,1.343186767,0.667624576,42242.0,230.9293509,0.742703124,0.991525022,0.940333299,0.862327263,0.006393797,0.002180857,0.743608308,0.998804839,
33359.0,680.514,250.2176681,170.3707644,1.468665525,0.732385487,33781.0,206.0922075,0.705801456,0.987507771,0.905208782,0.823651699,0.007500754,0.002129409,0.678402121,0.996345808,
37816.0,725.046,267.0816458,180.6255809,1.478647955,0.736632271,38249.0,219.4284089,0.787046287,0.988679443,0.903970653,0.821578017,0.007062663,0.001984922,0.674990438,0.998073231,
,,,,,,,,,,,,,,,,HOROZ
29099.0,633.011,232.2059865,160.4133141,1.447548091,0.723023595,29538.0,192.4837591,0.733489615,0.985137789,0.912568376,0.828935386,0.007979861,0.002324116,0.687133874,0.994659328,
,,,,,,,,,,,,,,,,DERMASON
61336.0,986.354,381.6518648,206.7006198,1.846399228,0.840639758,62384.0,279.4555791,0.647707953,0.983200821,0.792245341,0.732226421,0.006222314,0.00110335,0.536155532,0.989957161,
,,,,,,,,,,,,,,,,SIRA
,,,,,,,,,,,,,,,,SEKER
31270.0,653.501,243.827108,163.6435418,1.489989188,0.741325369,31596.0,199.5349608,0.792950425,0.989682238,0.920121613,0.818346091,0.007797477,0.002157158,0.669690325,0.997831343,
,,,,,,,,,,,,,,,,HOROZ
,,,,,,,,,,,,,,,,DERMASON
,,,,,,,,,,,,,,,,BARBUNYA
,,,,,,,,,,,,,,,,DERMASON
,,,,,,,,,,,,,,,,SEKER
