7,16,112,2.286,0.438,0.857,2.04,49,96,24,1
304,463,140752,1.523,0.063,0.121,3.91,8898,17081,2273,5
1,3,27,0.452,0.947,0.932,38.6,44,61,56,4
5,333,1665,66.6,0.374,0.413,36.65,623,688,17,2
173,234,27551,0.733,0.364,0.783,40.84,401,13287,446,3
138,547,13581,0.753,0.749,0.636,21.49,3228,639,342,3
1,109,163,35.597,0.057,1.0,62.65,7,105,1,2
2,21,42,10.5,0.167,0.643,1.4,7,27,5,1
1,9,195,49.688,0.057,1.0,44.75,7,187,1,2
113,145,6206,0.733,0.773,0.533,143.63,401,19297,6,3
6,76,2362,3.02,0.129,0.062,2.86,7,1485,1,5
124,547,7305,0.733,0.636,0.673,3.63,13295,639,1580,3
4,39,8,2.121,0.104,0.964,1.07,128,860,91,5
4,1,573,1.052,0.059,0.062,7.85,1116,2214,1,5
20,1,21540,1.258,0.286,0.484,1.98,1306,1011,220,5
60,200,25619,0.736,0.461,0.591,26.84,401,44179,6,3
4,22,3861,0.125,0.076,0.292,1.07,7,1579,207,5
141,547,13010,1.558,0.599,0.936,35.88,7834,639,186,3
145,165,868,1.411,0.459,0.43,6.92,401,639,6,3
10,205,2050,20.5,0.381,0.708,3.04,781,1451,257,1
8,65,520,8.125,0.302,0.908,1.74,157,472,90,1
7,5,7,0.379,0.063,1.0,1.67,30,8,205,4
1,1,7,0.478,0.898,1.0,10.55,7,109,205,4
90,93,868,1.185,0.888,0.618,47.68,401,639,6,3
8,15,120,1.875,0.467,0.783,2.24,56,94,25,1
13,2,237,0.568,0.81,1.0,23.01,73,1311,5,4
10,2,197,0.57,0.918,1.0,13.32,7,44,1,4
1,58,175,52.056,0.771,0.977,1.02,30,144,12,2
30,1,281,0.155,0.97,1.0,72.62,13,7,5,4
1,178,476,52.563,1.0,1.0,73.09,7,271,14,2
21,1,232,0.269,1.0,1.0,57.21,7,332,6,4
85,106,868,0.733,0.537,0.934,17.41,2728,3281,1743,3
16,24,384,1.5,0.411,0.872,4.51,158,335,35,1
1,69,279,22.095,0.987,0.766,1.02,7,7,10,2
76,174,70634,0.733,0.338,0.991,30.89,401,639,1535,3
1,63,307,7.903,0.446,1.0,66.86,7,240,10,2
8,215,1720,26.875,0.366,0.792,2.86,629,1362,220,1
4,59,4513,2.132,0.172,0.671,2.02,7,7387,1,5
16,1,8,1.41,0.067,0.175,8.52,7,1002,1,5
4,465,8,1.995,0.254,0.673,1.07,7,8,2,5
1,108,273,60.506,0.828,0.746,28.18,64,431,6,2
