A, C,1,1,1,2,2,1,0,0,0, E
A, I,2,3,2,1,2,1,0,0,0, D
A, I,2,2,1,1,2,1,1,0,0, F
R, O,1,3,1,1,2,1,0,1,0, D
R, O,1,1,1,2,2,1,0,0,0, C
A, O,2,3,1,1,2,1,0,0,0, D
K, C,2,3,3,2,2,2,1,0,1, E
H, O,1,3,1,2,2,1,0,0,0, D
S, X,1,2,1,1,1,1,0,0,0, H
S, I,1,3,1,1,2,1,0,0,0, D
A, I,1,2,1,2,2,1,3,0,0, E
X, O,2,2,1,2,2,1,0,0,0, B
A, I,1,3,1,1,2,1,0,0,0, D
H, O,1,2,1,1,2,1,0,0,0, F
R, I,1,3,1,1,2,1,0,0,0, C
X, O,1,3,1,1,2,1,0,0,0, B
S, O,1,1,1,1,2,1,0,0,0, C
K, C,2,2,2,2,2,2,4,0,0, E
R, X,1,1,1,1,2,1,0,0,0, H
X, O,2,1,1,1,2,1,0,0,0, B
R, X,1,3,1,1,2,1,0,0,0, H
S, I,1,2,1,2,2,1,4,0,0, F
S, O,2,1,1,1,2,1,1,1,0, C
S, X,2,2,1,1,1,1,0,0,0, H
K, I,1,3,1,2,2,1,1,0,0, D
R, I,1,3,1,1,2,1,0,0,0, C
X, O,1,2,1,2,2,1,0,0,0, B
S, I,2,2,1,2,2,1,1,0,1, F
R, X,1,2,1,2,1,1,0,0,0, H
K, I,1,3,1,2,2,1,4,0,0, D
K, C,1,2,1,2,2,1,0,0,0, E
S, O,1,2,1,1,2,1,2,0,0, C
R, O,1,2,1,1,2,1,0,0,0, C
A, O,2,2,1,2,2,1,0,0,0, E
S, I,2,2,1,2,2,1,0,0,0, F
H, I,2,2,1,2,2,1,0,0,0, F
A, C,1,2,1,2,2,1,1,0,0, F
X, I,1,3,1,2,2,1,0,0,0, B
A, I,1,3,1,1,2,1,0,1,0, D
S, X,1,1,2,2,2,1,0,0,0, H
A, X,1,2,2,1,2,1,0,0,0, H
R, X,1,3,1,2,2,1,0,0,0, H
S, O,1,2,1,2,2,1,0,0,0, D
K, C,2,2,1,1,2,1,2,0,0, F
A, O,2,2,3,2,2,1,0,0,0, C
H, I,1,3,1,2,2,1,1,1,0, E
X, O,2,3,1,1,2,1,0,0,0, B
R, O,1,3,1,1,2,1,0,1,0, D
X, O,1,3,1,1,2,1,0,0,0, B
S, X,1,3,2,2,2,1,0,0,0, H
X, I,1,2,1,2,2,1,0,0,0, B
A, C,2,2,3,2,2,1,0,0,0, D
A, C,2,2,1,2,2,1,0,0,0, F
X, I,2,1,1,1,2,1,1,0,0, B
R, O,2,3,1,1,2,1,0,0,0, C
X, O,2,1,1,1,2,1,0,0,0, B
A, C,1,2,1,2,2,1,0,0,0, D
X, O,2,1,1,2,2,1,0,0,0, B
K, C,2,3,3,2,2,2,1,0,1, E
S, O,1,3,1,1,2,1,2,0,0, C
S, I,2,2,1,2,2,1,0,0,0, C
S, I,1,2,1,2,2,1,0,0,1, F
S, O,1,2,1,1,2,1,1,0,0, C
X, O,1,2,1,2,2,1,0,0,0, B
S, I,1,2,1,2,2,1,4,0,0, F
S, X,1,3,1,2,2,1,0,0,0, H
X, I,1,3,1,2,2,1,0,0,0, B
A, X,1,3,1,2,1,1,0,0,0, H
S, X,1,3,1,1,1,1,0,0,0, H
S, X,1,2,1,1,1,1,0,0,0, H
K, I,1,2,1,2,2,1,1,0,0, F
A, I,2,3,1,2,2,1,0,0,0, F
K, I,2,2,1,2,2,2,1,0,0, F
A, O,1,2,1,2,2,1,2,0,0, D
A, C,2,3,1,1,2,1,2,0,0, D
R, I,1,2,1,2,2,1,0,0,0, C
R, I,1,3,1,2,2,1,0,0,0, C
S, X,2,2,1,2,2,1,0,0,0, H
K, I,2,2,1,2,2,1,1,0,0, D
A, C,1,2,1,2,2,1,2,0,0, E
X, O,2,2,1,1,2,1,0,0,0, B
K, O,2,3,3,2,2,2,1,0,0, F
A, O,1,2,1,1,2,1,1,0,0, C
S, I,2,2,1,2,2,1,0,0,0, F
X, I,2,2,1,1,2,1,0,0,0, B
S, X,1,2,1,2,1,1,1,0,0, H
K, I,1,2,3,2,2,1,0,0,0, E
R, X,1,3,1,1,1,1,0,0,0, H
A, I,1,3,1,1,2,1,0,0,0, D
X, O,1,3,1,1,2,1,0,0,0, B
R, O,1,1,1,1,2,1,0,0,0, D
X, O,2,2,1,1,2,1,1,0,0, B
H, I,1,3,1,2,2,1,0,0,0, F
R, I,2,2,1,2,2,1,0,0,0, D
K, I,1,3,1,2,2,1,0,0,0, D
A, X,1,3,1,1,1,1,0,0,0, H
S, X,1,1,1,1,2,1,0,0,0, H
A, X,1,2,1,1,2,1,0,0,0, H
A, I,1,2,1,2,2,1,4,0,0, F
R, I,2,2,1,1,2,1,1,0,0, C
A, I,1,3,3,2,2,1,2,0,0, E
A, X,1,3,1,2,1,1,0,0,0, H
A, I,2,3,1,2,2,1,2,0,0, E
X, O,1,3,1,2,2,1,1,0,0, B
A, I,1,2,1,2,2,1,3,0,0, E
A, C,2,3,1,1,2,1,2,0,0, D
H, X,1,3,1,2,1,1,0,0,0, H
X, O,1,2,1,2,2,1,1,0,0, B
K, I,2,3,1,2,2,1,0,0,0, F
R, O,1,3,1,1,2,1,5,0,0, C
R, X,1,3,1,2,2,1,0,0,0, H
