300,92.0,g,f,1,t,f,0.0,ff,ff,g,u,1.25,27.17,a,-
4,240.0,g,t,1,t,f,0.25,v,w,g,u,0.71,23.75,a,-
0,140.0,g,f,0,f,t,0.25,v,c,g,u,9.75,21.5,b,-
1,160.0,g,t,8,t,t,1.085,v,d,p,y,3.0,21.0,b,+
246,260.0,g,f,0,f,f,0.21,h,i,g,u,2.5,37.33,a,-
200,0.0,g,f,0,f,t,1.0,bb,i,g,u,3.0,42.75,b,-
0,0.0,g,f,0,f,t,15.0,bb,c,g,u,0.0,41.33,b,+
0,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,-
0,60.0,g,f,0,f,f,0.25,v,aa,p,y,0.0,16.25,b,-
7363,0.0,g,t,2,f,t,3.631,h,e,g,u,12.902,29.9,b,+
68,460.0,g,t,1,t,f,2.0,v,m,g,u,4.75,29.58,b,-
195,0.0,g,f,0,f,f,0.25,v,w,p,y,1.25,41.17,b,-
0,0.0,g,f,0,f,t,2.5,v,c,g,u,0.0,44.33,a,+
2673,27.0,g,t,0,t,t,8.642,h,x,g,u,1.985,13.75,b,+
560,370.0,g,t,3,t,t,2.0,v,aa,p,y,2.04,27.58,b,+
0,75.0,g,t,2,t,t,5.75,h,i,p,y,4.0,27.83,b,-
15108,260.0,g,f,3,t,t,0.25,v,m,g,u,0.375,25.5,b,+
6487,0.0,g,f,0,f,t,4.552,v,j,g,y,0.0,26.63,b,+
591,88.0,g,f,2,t,t,0.75,v,aa,g,u,9.0,18.92,a,+
1,360.0,g,t,0,f,t,2.75,h,c,g,u,2.085,25.33,a,-
2954,80.0,g,f,7,t,t,1.46,h,w,g,u,6.5,19.42,b,+
0,80.0,g,f,0,f,t,0.5,v,k,g,u,5.5,18.08,b,+
0,195.0,g,t,7,t,t,8.5,bb,i,p,y,4.04,34.5,b,+
1779,0.0,g,t,0,t,t,4.676,v,q,g,u,4.379,13.75,a,+
2,100.0,g,f,0,f,f,1.0,bb,i,g,u,3.75,48.08,b,-
0,154.0,g,t,0,f,t,5.25,h,w,p,y,9.0,32.67,b,+
1,136.0,g,t,0,f,f,0.54,v,c,g,u,1.79,23.58,b,-
0,200.0,g,f,2,t,t,1.29,v,q,g,u,1.125,25.42,a,-
0,0.0,g,t,0,f,t,1.375,v,aa,g,u,9.0,17.58,a,+
4071,340.0,g,t,7,t,t,0.75,v,x,g,u,1.0,33.17,b,+
0,280.0,g,t,0,f,f,7.0,v,w,p,y,2.5,33.0,b,-
484,80.0,g,f,0,f,f,0.29,h,i,g,u,5.415,19.17,a,-
17,256.0,g,f,0,f,f,2.0,h,e,p,y,2.0,29.5,,-
42,80.0,g,f,0,f,f,0.415,v,d,g,u,10.0,18.58,a,-
15000,0.0,g,f,20,t,t,15.0,bb,c,g,u,0.29,47.67,b,+
8000,432.0,g,t,1,t,t,3.25,h,c,p,y,0.165,32.25,b,+
0,80.0,g,f,6,t,t,3.085,v,w,p,y,1.585,22.67,b,+
200,239.0,g,t,0,f,t,0.0,v,w,g,u,2.5,34.92,b,+
87,120.0,g,f,0,f,f,0.125,ff,ff,p,y,0.585,23.58,a,-
1,276.0,g,t,0,f,f,0.0,j,j,g,u,2.0,26.17,a,-
375,100.0,g,f,8,t,t,1.75,h,cc,p,y,0.29,43.0,b,+
19,96.0,g,f,1,t,f,0.0,ff,ff,g,u,1.125,31.25,b,-
0,204.0,g,f,6,t,t,4.25,v,m,g,u,2.75,33.58,b,+
0,140.0,g,f,0,f,t,0.25,v,c,g,u,9.75,21.5,b,-
6,112.0,g,t,0,f,f,2.335,v,c,p,y,1.75,19.0,b,-
13212,0.0,g,f,0,f,t,0.0,z,e,p,y,15.0,28.08,a,+
1820,94.0,g,f,0,t,f,3.495,v,e,gg,,25.085,14.33,,+
364,280.0,g,f,0,f,f,0.29,v,k,g,u,0.29,19.5,b,-
347,208.0,g,t,6,t,t,2.625,v,w,p,y,0.46,23.58,b,-
9616,0.0,p,t,0,t,t,2.205,v,q,g,y,3.426,50.16,b,+
284,0.0,g,t,11,t,t,2.625,h,c,g,u,6.75,54.33,b,+
0,400.0,g,f,0,f,t,1.75,h,aa,g,u,0.67,24.58,a,-
0,160.0,g,f,0,f,f,0.125,v,k,p,y,10.125,38.25,b,-
1874,0.0,p,f,1,f,t,2.452,ff,q,g,u,25.085,52.27,a,+
200,0.0,g,f,0,f,t,1.0,bb,i,g,u,3.0,42.75,b,-
0,70.0,g,t,0,f,t,11.0,v,w,g,u,5.0,28.33,b,+
713,583.0,g,t,12,t,t,1.835,h,cc,g,u,1.585,27.25,b,+
18,,g,f,2,t,f,0.165,v,k,p,y,8.125,40.33,a,-
300,80.0,g,t,1,t,t,2.25,v,w,p,y,4.79,21.0,b,+
108,272.0,g,t,1,t,f,0.125,h,m,g,u,0.29,27.25,a,-
1,360.0,g,t,0,f,t,2.75,h,c,g,u,2.085,25.33,a,-
11202,0.0,g,f,15,t,t,6.29,v,k,g,u,6.5,52.5,b,+
33668,0.0,g,f,0,t,t,5.922,v,w,g,u,9.909,31.76,a,+
0,0.0,g,t,9,t,t,5.165,bb,i,g,u,13.0,47.0,a,+
3290,303.0,g,t,8,t,t,1.335,v,x,g,u,0.83,31.67,b,+
