15,0.0,g,t,2,t,t,1.75,v,m,g,u,2.0,44.0,b,+
0,520.0,g,t,0,f,f,0.085,bb,x,g,u,4.165,47.83,b,-
2673,27.0,g,t,0,t,t,8.642,h,x,g,u,1.985,13.75,b,+
210,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,-
0,0.0,g,t,3,t,t,5.5,h,cc,g,u,1.5,32.75,b,+
0,380.0,g,t,3,t,t,3.165,v,x,p,y,3.165,33.17,b,+
857,253.0,g,t,4,t,t,4.5,h,x,g,u,1.75,33.5,b,+
3000,0.0,g,f,11,t,t,1.0,h,x,g,u,11.0,17.83,a,+
225,0.0,g,t,0,f,t,1.5,v,c,p,y,1.5,28.75,b,-
21,416.0,g,t,1,t,f,2.29,h,c,g,u,3.25,25.67,b,-
35,240.0,g,t,6,t,f,0.165,v,i,g,u,0.5,16.92,a,-
0,,p,f,0,f,f,0.0,,,,,0.0,25.58,a,+
0,280.0,s,f,0,f,t,0.835,v,w,g,u,3.5,28.42,a,+
1,120.0,g,f,1,t,f,1.0,v,w,g,u,10.0,18.25,a,-
210,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,-
10,0.0,g,t,10,t,f,1.75,v,aa,g,u,9.5,17.33,a,-
1000,360.0,g,t,0,f,f,1.0,v,i,p,y,4.0,19.17,b,-
200,0.0,g,f,6,t,f,0.0,ff,ff,g,u,3.75,35.17,a,-
475,120.0,g,t,0,f,f,0.04,v,aa,p,y,13.335,24.5,b,-
2510,410.0,g,t,12,t,t,2.5,bb,m,g,u,2.5,47.67,b,+
0,400.0,s,f,0,f,t,10.75,v,m,g,u,0.5,44.25,b,-
0,211.0,g,f,1,t,t,5.25,v,cc,p,y,2.71,26.67,b,+
0,93.0,g,t,12,t,t,4.25,h,m,g,u,6.5,37.33,b,+
0,0.0,g,t,0,f,t,0.0,ff,ff,g,u,17.75,73.42,b,+
1,160.0,g,t,8,t,t,1.085,v,d,p,y,3.0,21.0,b,+
18027,180.0,g,t,1,t,t,2.04,h,c,p,y,3.04,33.17,b,+
0,0.0,g,t,3,t,t,7.375,v,q,g,u,6.665,44.17,a,+
1,180.0,g,t,0,f,f,0.0,ff,ff,p,y,3.54,18.83,b,-
730,250.0,g,f,9,t,t,3.0,v,d,g,u,16.165,31.67,b,+
819,164.0,p,t,0,t,t,19.991,h,q,,y,6.699,29.69,b,+
