27,Private,220104,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United-States,<=50K
66,Self-emp-not-inc,325537,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
47,Private,67716,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Federal-gov,298107,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,22,United-States,>50K
37,,46277,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,8704,0,50,United-States,>50K
30,Private,174215,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
25,Private,105520,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
18,Private,173125,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
40,Private,341204,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,1831,0,30,United-States,<=50K
26,Private,118497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
66,Private,262285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,<=50K
42,Private,70055,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,166662,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
23,Private,236769,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,190027,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,Self-emp-not-inc,67716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
23,Local-gov,210781,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
51,Private,189511,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Germany,>50K
66,Local-gov,157942,HS-grad,9,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,186949,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,67311,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Canada,<=50K
57,Local-gov,130532,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
65,Private,79272,Some-college,10,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,6,United-States,<=50K
51,Self-emp-not-inc,256963,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
21,Private,56582,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
39,Self-emp-inc,164222,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7483,0,40,United-States,>50K
34,Private,286675,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,94577,Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1914,40,Poland,>50K
18,,305327,Some-college,10,Never-married,,Own-child,Other,Female,0,0,25,United-States,<=50K
26,Private,257910,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K
55,Private,286230,11th,7,Divorced,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,165154,Assoc-acdm,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Mexico,>50K
19,Private,172582,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
25,Private,236977,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K
37,Private,139609,Some-college,7,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,2,55,Greece,>50K
39,State-gov,124107,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,22527,2180,14,United-States,>50K
54,Self-emp-not-inc,166368,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K
58,Self-emp-inc,182618,Masters,5,Married-civ-spouse,Transport-moving,Husband,White,Male,15,0,41,United-States,>50K
54,Private,184276,Doctorate,12,Divorced,Exec-managerial,Unmarried,White,Female,0,2,50,United-States,>50K
57,Private,237052,Assoc-voc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14687,0,50,Yugoslavia,>50K
48,Private,198732,Bachelors,5,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0,3,69,India,>50K
41,Self-emp-not-inc,141327,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
33,Private,170336,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,19,United-States,<=50K
39,Private,30529,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
45,Private,72393,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K
35,Local-gov,150744,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,82,0,33,United-States,>50K
52,Private,400004,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Self-emp-not-inc,306773,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,50,United-States,>50K
22,Private,50136,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,<=50K
19,Private,178811,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20,United-States,<=50K
37,Private,188279,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
41,Private,150643,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,50,Philippines,>50K
28,Private,261725,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
44,Local-gov,193425,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,40,United-States,>50K
31,Private,185216,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
37,Without-pay,165985,Assoc-acdm,5,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
61,Self-emp-not-inc,127198,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K
36,Local-gov,161132,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K
39,Private,108140,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,460356,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,30,Mexico,<=50K
46,Private,208067,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,24216,Masters,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,>50K
48,State-gov,158451,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,914,0,40,United-States,<=50K
24,Self-emp-not-inc,212928,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,>50K
23,Private,324960,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
42,Local-gov,255697,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,183965,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,233571,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,4,United-States,<=50K
29,State-gov,67053,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
29,Private,201017,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,Scotland,<=50K
69,Self-emp-not-inc,118174,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,20051,0,15,United-States,>50K
42,Private,187795,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
56,Federal-gov,101847,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,40,United-States,<=50K
19,,167087,Some-college,10,Never-married,,Own-child,White,Female,0,0,20,United-States,<=50K
56,Federal-gov,260781,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,33,0,55,United-States,>50K
40,Private,199031,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
42,Private,218302,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
41,Private,264663,Some-college,10,Separated,Prof-specialty,Own-child,White,Female,0,3900,40,United-States,<=50K
33,State-gov,182588,Bachelors,16,Divorced,Other-service,Unmarried,White,Female,0,0,34,United-States,>50K
38,Self-emp-not-inc,140583,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
32,Private,179770,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,Private,30586,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,15054,3,45,United-States,>50K
55,Private,380357,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,,>50K
33,Private,145437,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,43,United-States,<=50K
57,Private,113974,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,31659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
51,Local-gov,153908,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,366089,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
67,Private,89495,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1797,0,4,United-States,<=50K
51,Private,182978,HS-grad,9,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,6,0,40,United-States,>50K
53,Federal-gov,366633,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,1897,40,United-States,>50K
22,Private,349198,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
41,,195726,Masters,9,Married-civ-spouse,Tech-support,Husband,White,Male,7375,0,50,United-States,>50K
47,Self-emp-inc,119357,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
36,Private,129150,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,>50K
38,Self-emp-not-inc,23425,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,63,0,40,Haiti,>50K
19,Private,100009,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
19,Self-emp-inc,170125,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
24,,39383,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,10,0,45,United-States,>50K
43,Private,306440,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,France,<=50K
49,Local-gov,242468,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,7643,1939,40,United-States,>50K
41,Private,57233,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,191188,10th,6,Widowed,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,<=50K
36,Private,164898,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
