1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2
1.51762,13.28,3.34,1.76,72.58,0.32,8.32,0.0,0.36,3
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,1
1.51746,13.64,3.34,1.73,72.55,0.37,8.51,0.02,0.0,3
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2
1.52174,12.09,0.01,1.47,71.48,5.4,10.4,0.23,0.0,5
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,1
1.52271,13.87,1.16,2.88,72.68,1.31,9.3,1.44,0.01,7
1.51845,12.88,3.34,1.76,72.97,0.42,9.13,0.0,0.12,3
1.51753,12.57,3.47,1.38,73.39,0.6,8.55,0.0,0.06,1
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0.0,0.26,1
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2
1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,7
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,1
1.51677,13.65,1.67,2.32,73.05,0.03,9.37,1.25,0.02,7
1.51533,13.22,2.65,3.5,71.23,0.13,10.67,0.45,0.0,5
1.51969,14.53,0.77,1.2,72.38,0.0,11.04,0.0,0.0,6
1.51969,14.14,0.0,2.06,73.43,0.0,10.66,0.0,0.0,6
1.51316,13.83,2.68,1.86,71.19,0.41,9.24,0.0,0.0,5
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,1
1.51929,14.7,1.35,1.82,72.66,0.0,8.99,0.0,0.0,6
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0.0,0.0,1
1.51733,14.01,2.68,2.25,70.91,0.13,9.3,0.05,0.05,5
1.52211,12.59,3.6,0.81,72.73,0.61,8.33,0.0,0.13,3
1.51869,14.32,3.34,0.94,72.76,0.0,8.9,0.0,0.37,3
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,7
1.51969,15.09,0.56,1.35,73.55,0.0,9.86,0.0,0.0,6
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,1
1.51831,14.98,2.38,0.34,72.69,0.0,11.22,0.0,0.0,6
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,3
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2
1.51417,12.93,0.04,3.5,73.56,0.4,11.39,0.0,0.02,5
1.51782,13.39,2.03,1.91,72.63,0.4,9.57,0.1,0.01,5
1.51404,12.76,0.24,2.23,71.91,0.13,12.5,0.23,0.51,5
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,1
1.52079,13.57,2.11,2.3,72.5,0.44,8.66,0.3,0.01,7
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,1
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0.0,0.0,1
1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6
1.51794,13.78,3.42,1.15,72.98,0.29,8.32,0.01,0.08,3
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,1
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,3
1.52365,13.33,0.0,2.88,73.71,0.25,7.91,2.88,0.01,7
1.51792,12.46,0.0,2.01,71.76,4.92,11.5,0.0,0.0,5
1.51969,14.46,0.17,2.07,73.72,0.0,11.22,0.0,0.0,6
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,1
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,1
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2
1.51698,17.38,0.4,0.94,72.37,0.0,8.89,0.0,0.0,6
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5
1.52365,14.46,0.13,1.72,73.03,2.27,8.29,1.18,0.01,7
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6
1.51746,13.64,3.34,1.73,72.55,0.37,8.51,0.02,0.0,3
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7
1.51772,12.64,3.49,1.61,72.78,0.36,9.01,0.0,0.0,3
1.51969,14.48,0.56,1.03,73.08,0.0,7.92,0.0,0.0,6
1.5161,12.78,3.34,0.58,72.68,0.35,8.6,0.0,0.02,3
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,1
1.51856,14.63,0.81,2.09,73.3,0.0,9.79,0.0,0.0,6
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2
1.51792,12.46,0.0,2.01,71.76,4.92,11.5,0.0,0.0,5
1.52369,13.86,2.68,3.27,70.79,1.06,11.46,0.0,0.01,5
1.51821,14.73,0.0,1.04,73.34,0.0,11.22,0.0,0.0,6
1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7
1.5161,12.52,3.34,1.19,72.95,0.12,8.62,0.0,0.09,3
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7
1.52271,13.87,1.16,2.88,72.68,1.31,9.3,1.44,0.01,7
1.51316,13.35,0.0,3.42,72.94,0.13,12.5,0.37,0.01,5
